affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
TI-	443	111	3.272e+05	0.25056	375	94	0.25067	0.49866	0.78539	43.328
-HER	404	177	3.254e+05	0.43812	312	138	0.44231	0.45542	0.75704	2427.9
-TES	579	353	3.248e+05	0.60967	447	274	0.61298	0.45715	0.7579	2714.9
HO-	390	72	3.244e+05	0.18462	301	62	0.20598	0.24062	0.49865	8302.3
-SES	407	185	3.208e+05	0.45455	312	162	0.51923	0.042687	0.17929	37712
-US	361	3	3.202e+05	0.0083102	262	7	0.026718	0.03556	0.15557	5938.2
ME-	357	53	3.186e+05	0.14846	295	54	0.18305	0.11762	0.33528	12695
-EE	415	110	3.178e+05	0.26506	328	29	0.088415	1	1	-72707
-ISH	200	0	3.14e+05	0	171	3	0.017544	0.03	0.14211	5508.8
SC-	430	133	3.138e+05	0.3093	299	68	0.22742	0.99252	1	-36534
-DER	522	304	3.12e+05	0.58238	416	237	0.56971	0.65173	0.90438	-9411.8
MIS-	184	3	3.118e+05	0.016304	129	8	0.062016	0.01532	0.081937	14481
TR-	582	287	3.076e+05	0.49313	494	180	0.36437	0.99999	1	-79081
-CH	493	154	3.054e+05	0.31237	384	112	0.29167	0.74595	0.97703	-8937
ES-	238	7	3.04e+05	0.029412	206	13	0.063107	0.043893	0.18116	10513
PO-	313	55	3.026e+05	0.17572	248	52	0.20968	0.15464	0.38355	12062
-TH	351	33	2.976e+05	0.094017	256	28	0.10938	0.26714	0.52923	5012.8
-SEL	225	14	2.962e+05	0.062222	178	10	0.05618	0.60046	0.86565	-1908.2
-ARS	232	33	2.946e+05	0.14224	187	33	0.17647	0.16951	0.40594	11720
-IST	194	7	2.914e+05	0.036082	149	11	0.073826	0.060114	0.20924	11383
RI-	394	102	2.896e+05	0.25888	315	81	0.25714	0.52098	0.8022	-661.7
-ANS	202	4	2.86e+05	0.019802	176	20	0.11364	9.5012e-05	0.0015292	27400
NA-	338	39	2.856e+05	0.11538	281	32	0.11388	0.52334	0.8022	-477.88
OR-	253	11	2.84e+05	0.043478	222	14	0.063063	0.17011	0.40594	5781.4
-ALS	211	31	2.788e+05	0.14692	194	33	0.1701	0.26142	0.5245	7534.7
TH-	281	40	2.784e+05	0.14235	203	22	0.10837	0.86512	1	-10940
HA-	322	77	2.778e+05	0.23913	267	64	0.2397	0.49356	0.77931	201.53
-ISE	186	10	2.748e+05	0.053763	143	10	0.06993	0.27148	0.53448	4675.4
-EY	296	5	2.744e+05	0.016892	252	16	0.063492	0.0023122	0.021741	13057
-NES	299	113	2.728e+05	0.37793	244	116	0.47541	0.011065	0.066258	42288
-ITE	210	29	2.71e+05	0.1381	180	30	0.16667	0.21623	0.47005	8914.3
-ENT	205	18	2.702e+05	0.087805	156	26	0.16667	0.011639	0.067272	23296
PE-	325	58	2.69e+05	0.17846	239	44	0.1841	0.43175	0.73913	1821.4
-LER	383	203	2.688e+05	0.53003	282	156	0.55319	0.27681	0.54328	13126
-NER	372	190	2.66e+05	0.51075	275	141	0.51273	0.48019	0.77769	1064.7
-TIE	214	31	2.634e+05	0.14486	181	43	0.23757	0.0093144	0.059273	28517
-RY	267	12	2.602e+05	0.044944	227	31	0.13656	0.00015912	0.0022277	24774
-NA	308	1	2.574e+05	0.0032468	245	15	0.061224	2.6669e-05	0.00047058	14970
-AT	358	77	2.56e+05	0.21508	263	53	0.20152	0.65928	0.91084	-4315.7
-IED	172	2	2.548e+05	0.011628	157	24	0.15287	1.0527e-06	2.7633e-05	36496
CAR-	191	29	2.544e+05	0.15183	134	26	0.19403	0.15897	0.38819	12668
-P	995	422	2.524e+05	0.42412	788	268	0.3401	0.99985	1	-36868
NE-	242	41	2.468e+05	0.16942	183	25	0.13661	0.82244	1	-9285.1
-LET	189	28	2.454e+05	0.14815	154	40	0.25974	0.0049629	0.037825	31804
-ORS	169	11	2.44e+05	0.065089	139	23	0.16547	0.0025758	0.023504	26199
PI-	231	18	2.4e+05	0.077922	206	21	0.10194	0.18965	0.43865	6240.3
-MEN	146	0	2.364e+05	0	118	1	0.0084746	0.13254	0.36032	2003.4
RET-	175	32	2.354e+05	0.18286	138	37	0.26812	0.035416	0.15557	24503
-RO	304	36	2.35e+05	0.11842	247	31	0.12551	0.40011	0.70214	1928.5
-G	1830	1285	2.31e+05	0.70219	1394	931	0.66786	0.98136	1	-30761
SH-	415	196	2.284e+05	0.47229	307	92	0.29967	1	1	-73879
-MAN	136	0	2.248e+05	0	101	0	0		1	0
BA-	247	35	2.238e+05	0.1417	206	53	0.25728	0.00098006	0.010645	29820
EA-	312	116	2.21e+05	0.37179	233	84	0.36052	0.60653	0.87042	-3957
AC-	233	26	2.198e+05	0.11159	188	14	0.074468	0.90169	1	-9057.3
Y-	448	94	2.188e+05	0.20982	268	38	0.14179	0.98845	1	-18259
REA-	159	26	2.178e+05	0.16352	123	28	0.22764	0.087377	0.27304	16607
DIS-	121	0	2.158e+05	0	94	3	0.031915	0.023909	0.12147	6887.2
TRI-	150	13	2.15e+05	0.086667	137	11	0.080292	0.57725	0.85746	-1499.3
-GE	515	259	2.14e+05	0.50291	405	186	0.45926	0.90579	1	-18675
-K	987	496	2.14e+05	0.50253	812	403	0.49631	0.60368	0.86831	-2672.8
-EES	190	56	2.1e+05	0.29474	161	17	0.10559	0.99999	1	-54550
-IAL	161	17	2.084e+05	0.10559	141	10	0.070922	0.85393	1	-8049.9
-TI	258	18	2.06e+05	0.069767	217	33	0.15207	0.0019486	0.0186	18272
TAR-	141	12	2.058e+05	0.085106	122	22	0.18033	0.010857	0.066258	21501
-TAL	158	14	2.048e+05	0.088608	140	21	0.15	0.050205	0.19286	13776
-MS	403	164	2.044e+05	0.40695	320	130	0.40625	0.50757	0.79347	-236.31
-IT	321	103	2.03e+05	0.32087	250	79	0.316	0.54932	0.82793	-1393.5
K-	355	29	2.024e+05	0.08169	259	32	0.12355	0.043399	0.18107	9142.7
-INA	146	10	2.008e+05	0.068493	132	21	0.15909	0.0082767	0.054887	19460
-SI	237	7	2.002e+05	0.029536	194	4	0.020619	0.7204	0.95547	-1835.2
AT-	190	32	2e+05	0.16842	156	32	0.20513	0.19078	0.43865	8640.9
-SA	250	3	1.996e+05	0.012	204	12	0.058824	0.0027473	0.024039	9458.4
-NTS	192	69	1.974e+05	0.35938	142	43	0.30282	0.86046	1	-16628
-U	448	11	1.962e+05	0.024554	368	20	0.054348	0.013371	0.074547	5988.6
-HES	294	160	1.952e+05	0.54422	237	118	0.49789	0.85601	1	-19643
SEA-	158	48	1.948e+05	0.3038	124	34	0.27419	0.70656	0.94308	-8147
-AGE	117	0	1.93e+05	0	108	1	0.0092593	0.14844	0.37861	1787
ON-	164	1	1.914e+05	0.0060976	94	1	0.010638	0.3445	0.63092	872.73
GA-	218	51	1.914e+05	0.23394	172	44	0.25581	0.3087	0.5788	5156.7
-GS	577	354	1.912e+05	0.61352	431	265	0.61485	0.48287	0.77775	659.11
HE-	302	113	1.91e+05	0.37417	221	66	0.29864	0.96394	1	-22311
-CE	290	83	1.906e+05	0.28621	243	57	0.23457	0.91137	1	-13271
SER-	139	12	1.902e+05	0.086331	108	9	0.083333	0.53339	0.81168	-634.89
-ID	228	20	1.89e+05	0.087719	200	29	0.145	0.031661	0.14775	11743
SL-	280	101	1.886e+05	0.36071	184	80	0.43478	0.054788	0.20268	22280
STE-	223	97	1.868e+05	0.43498	122	32	0.2623	0.99924	1	-56813
-GA	236	15	1.868e+05	0.063559	205	17	0.082927	0.21712	0.47005	3966.5
-DE	355	137	1.858e+05	0.38592	285	96	0.33684	0.90014	1	-14850
-TOS	150	19	1.85e+05	0.12667	136	18	0.13235	0.44311	0.74744	1203.2
AG-	174	2	1.838e+05	0.011494	128	12	0.09375	0.00039026	0.0050176	15250
-PS	394	177	1.83e+05	0.44924	294	119	0.40476	0.87812	1	-14891
-HED	194	70	1.816e+05	0.36082	144	83	0.57639	4.1222e-05	0.00068342	61393
-SET	131	14	1.798e+05	0.10687	105	23	0.21905	0.0092514	0.059273	22368
-NIE	147	23	1.796e+05	0.15646	127	36	0.28346	0.0053806	0.038963	26950
DES-	103	0	1.794e+05	0	82	6	0.073171	0.002628	0.023504	13127
PRE-	99	0	1.794e+05	0	78	8	0.10256	0.00055499	0.0067239	18400
RAT-	127	17	1.792e+05	0.13386	82	14	0.17073	0.23198	0.48717	7559.1
DR-	243	62	1.786e+05	0.25514	153	25	0.1634	0.98411	1	-22111
UP-	127	1	1.786e+05	0.007874	121	0	0	0.83598	1	-1412.6
BO-	204	46	1.778e+05	0.22549	178	46	0.25843	0.22632	0.4817	7371.2
CE-	161	14	1.772e+05	0.086957	145	15	0.10345	0.31143	0.58165	3107
SU-	193	24	1.736e+05	0.12435	160	18	0.1125	0.63397	0.89152	-2313.6
AI-	174	18	1.736e+05	0.10345	120	20	0.16667	0.056135	0.20473	11923
PRO-	104	5	1.734e+05	0.048077	97	3	0.030928	0.73285	0.96776	-3100.6
TEN-	125	12	1.726e+05	0.096	109	13	0.11927	0.28274	0.55164	4425.2
-ION	124	17	1.706e+05	0.1371	131	27	0.20611	0.072465	0.23891	13498
EST-	108	0	1.704e+05	0	89	6	0.067416	0.0030685	0.026124	11488
-RT	300	104	1.676e+05	0.34667	210	78	0.37143	0.28283	0.55164	6294.5
EL-	186	18	1.672e+05	0.096774	120	12	0.1	0.46309	0.76181	597.42
-SIE	118	1	1.666e+05	0.0084746	100	5	0.05	0.030922	0.14538	6976.3
ET-	177	6	1.656e+05	0.033898	143	11	0.076923	0.043995	0.18116	7357.2
AD-	136	0	1.654e+05	0	106	1	0.009434	0.12818	0.35509	1560.4
ER-	149	3	1.654e+05	0.020134	149	4	0.026846	0.35105	0.64105	1130.2
-GO	202	7	1.648e+05	0.034653	170	21	0.12353	0.00060468	0.0071323	15144
-TON	119	2	1.642e+05	0.016807	103	12	0.1165	0.0011533	0.01211	16650
TER-	107	4	1.638e+05	0.037383	87	1	0.011494	0.87113	1	-4385.6
IM-	115	0	1.638e+05	0	90	4	0.044444	0.01121	0.066258	7280
-GED	173	58	1.626e+05	0.33526	140	84	0.6	1.4502e-06	3.5141e-05	64967
-IAS	112	3	1.618e+05	0.026786	88	6	0.068182	0.080487	0.2574	6871.8
LU-	169	20	1.602e+05	0.11834	121	16	0.13223	0.36179	0.65075	2472.1
RED-	98	6	1.592e+05	0.061224	74	6	0.081081	0.30639	0.57709	3335.9
STA-	159	56	1.586e+05	0.3522	133	48	0.3609	0.43856	0.74328	2110.9
-EEN	110	0	1.584e+05	0	85	5	0.058824	0.0049833	0.037825	9317.6
-RAS	114	6	1.584e+05	0.052632	88	4	0.045455	0.59218	0.86109	-1197.1
-ERY	102	2	1.564e+05	0.019608	80	3	0.0375	0.2318	0.48717	2855.6
GE-	190	41	1.554e+05	0.21579	154	35	0.22727	0.39926	0.70214	2269.1
AST-	100	2	1.536e+05	0.02	60	6	0.1	0.012294	0.070413	12512
-TAS	125	17	1.536e+05	0.136	108	18	0.16667	0.25677	0.52393	5440.3
-ROS	116	12	1.528e+05	0.10345	98	9	0.091837	0.61198	0.87425	-2001.8
-F	424	73	1.524e+05	0.17217	319	40	0.12539	0.96059	1	-8513.6
-GES	218	112	1.524e+05	0.51376	168	78	0.46429	0.83247	1	-15337
-DIE	122	15	1.514e+05	0.12295	103	22	0.21359	0.033819	0.15328	15627
-THS	112	11	1.514e+05	0.098214	83	14	0.16867	0.07281	0.23891	11809
-HE	311	141	1.498e+05	0.45338	253	103	0.40711	0.86496	1	-12481
NI-	181	36	1.492e+05	0.1989	161	30	0.18634	0.61554	0.87735	-2243.1
AIR-	88	1	1.49e+05	0.011364	80	5	0.0625	0.037231	0.16065	7690.9
SEN-	100	4	1.48e+05	0.04	91	9	0.098901	0.053233	0.19844	9070.8
RU-	152	14	1.468e+05	0.092105	135	12	0.088889	0.53774	0.81633	-508.19
-ERA	98	0	1.444e+05	0	91	12	0.13187	0.00010171	0.0015425	19042
-GER	274	172	1.444e+05	0.62774	232	149	0.64224	0.36785	0.65319	5662.4
-TEL	113	10	1.442e+05	0.088496	85	14	0.16471	0.051937	0.19593	12056
-DED	126	25	1.442e+05	0.19841	98	36	0.36735	0.0024191	0.022412	30476
MAR-	100	11	1.414e+05	0.11	75	8	0.10667	0.52796	0.80536	-530.67
NIT-	103	19	1.412e+05	0.18447	81	18	0.22222	0.26294	0.52521	6350.6
SEI-	96	1	1.402e+05	0.010417	88	3	0.034091	0.13566	0.36257	3352.3
-TLE	153	55	1.4e+05	0.35948	104	34	0.32692	0.70484	0.94308	-7103.3
SOR-	107	20	1.394e+05	0.18692	115	22	0.1913	0.46676	0.76181	750.43
ENT-	86	5	1.378e+05	0.05814	79	5	0.063291	0.44491	0.74744	754.19
-OT	175	30	1.364e+05	0.17143	165	37	0.22424	0.11056	0.32097	8503
-ERN	85	4	1.362e+05	0.047059	62	20	0.32258	4.0342e-06	9.077e-05	39289
-DES	148	53	1.358e+05	0.35811	117	36	0.30769	0.8059	1	-10607
-AD	146	3	1.35e+05	0.020548	122	8	0.065574	0.032141	0.1478	6186.5
COR-	86	7	1.338e+05	0.081395	51	7	0.13725	0.14837	0.37861	8133.2
-DEN	101	7	1.324e+05	0.069307	91	18	0.1978	0.004124	0.033309	18272
FO-	122	29	1.324e+05	0.2377	88	20	0.22727	0.56999	0.85296	-1706.7
-GAS	93	2	1.322e+05	0.021505	79	8	0.10127	0.012952	0.072852	10768
ANI-	77	2	1.318e+05	0.025974	74	2	0.027027	0.48393	0.77775	141.73
LIN-	100	12	1.316e+05	0.12	59	4	0.067797	0.85476	1	-7809.6
AB-	127	13	1.31e+05	0.10236	105	17	0.1619	0.089258	0.27565	8597.9
EM-	98	0	1.306e+05	0	89	6	0.067416	0.0044926	0.035665	8804.5
AM-	135	15	1.288e+05	0.11111	106	15	0.14151	0.239	0.49692	4426
-CES	116	27	1.286e+05	0.23276	98	23	0.23469	0.4867	0.77823	322.03
-RAL	79	1	1.276e+05	0.012658	73	2	0.027397	0.25698	0.52393	1901.3
SAL-	95	17	1.268e+05	0.17895	84	14	0.16667	0.58578	0.8604	-1898.6
-RN	145	24	1.262e+05	0.16552	139	46	0.33094	0.00061134	0.0071323	24151
STO-	144	60	1.26e+05	0.41667	91	24	0.26374	0.99141	1	-32544
-EAL	100	12	1.256e+05	0.12	95	13	0.13684	0.36256	0.65075	2398.3
FE-	168	49	1.252e+05	0.29167	116	14	0.12069	0.99967	1	-29032
FI-	155	33	1.25e+05	0.2129	106	27	0.25472	0.21521	0.47005	6330.6
HI-	158	39	1.246e+05	0.24684	119	21	0.17647	0.92033	1	-11202
-OES	90	11	1.23e+05	0.12222	76	8	0.10526	0.6338	0.89152	-2360.7
CH-	274	162	1.228e+05	0.59124	172	62	0.36047	1	1	-67110
-EIN	87	0	1.226e+05	0	61	2	0.032787	0.044523	0.18214	4019.7
GR-	234	121	1.22e+05	0.51709	156	34	0.21795	1	1	-73829
TOR-	93	12	1.21e+05	0.12903	70	12	0.17143	0.22478	0.48168	5842.2
-OL	138	11	1.21e+05	0.07971	128	10	0.078125	0.5191	0.8022	-205.75
-ITS	112	30	1.208e+05	0.26786	73	25	0.34247	0.13893	0.36621	12176
PAR-	92	14	1.2e+05	0.15217	80	13	0.1625	0.42635	0.7354	1487
CR-	176	65	1.19e+05	0.36932	132	45	0.34091	0.6967	0.94042	-5397.7
-RON	84	0	1.188e+05	0	84	2	0.02381	0.07741	0.25138	2828.6
MU-	121	13	1.182e+05	0.10744	104	16	0.15385	0.15015	0.3799	6116.6
SN-	250	126	1.182e+05	0.504	148	60	0.40541	0.97163	1	-24432
-SO	151	6	1.18e+05	0.039735	126	4	0.031746	0.63868	0.8958	-981.06
-URE	77	0	1.178e+05	0	69	5	0.072464	0.008116	0.05452	8536.2
-C	241	17	1.15e+05	0.070539	237	46	0.19409	3.2675e-05	0.00055635	15321
-NY	139	2	1.15e+05	0.014388	114	9	0.078947	0.0061162	0.043294	7566.3
-SY	126	2	1.146e+05	0.015873	98	3	0.030612	0.22941	0.485	1712.7
-AIL	137	57	1.144e+05	0.41606	105	39	0.37143	0.75908	0.98806	-8667.1
-LA	156	18	1.14e+05	0.11538	106	10	0.09434	0.7058	0.94308	-2702.2
SAR-	75	1	1.136e+05	0.013333	52	2	0.038462	0.1796	0.42219	2899.8
-TAN	80	0	1.136e+05	0	68	3	0.044118	0.028848	0.13768	5011.8
LAT-	91	22	1.122e+05	0.24176	65	11	0.16923	0.86292	1	-10429
-DY	147	9	1.122e+05	0.061224	103	15	0.14563	0.012881	0.072852	10078
-ATS	98	20	1.12e+05	0.20408	68	13	0.19118	0.58117	0.85746	-1811.9
CRE-	80	4	1.12e+05	0.05	58	3	0.051724	0.48183	0.77775	205.52
LIS-	76	2	1.12e+05	0.026316	53	10	0.18868	0.00089351	0.010052	18639
-DO	122	0	1.106e+05	0	98	3	0.030612	0.025836	0.12902	3385.7
MAN-	71	5	1.104e+05	0.070423	44	3	0.068182	0.51831	0.8022	-263.06
-ILE	87	15	1.1e+05	0.17241	81	28	0.34568	0.0050636	0.037977	22698
EAR-	65	5	1.096e+05	0.076923	49	6	0.12245	0.20754	0.46365	5308.3
CI-	133	40	1.088e+05	0.30075	99	33	0.33333	0.29855	0.56824	4646.1
DA-	172	66	1.088e+05	0.38372	140	54	0.38571	0.48564	0.77823	350.83
TES-	82	12	1.084e+05	0.14634	70	4	0.057143	0.96296	1	-11560
-EA	138	11	1.062e+05	0.07971	124	9	0.072581	0.58589	0.8604	-824.17
AU-	99	1	1.052e+05	0.010101	67	0	0	0.79536	1	-1070.7
-KS	304	181	1.05e+05	0.59539	250	119	0.476	0.9975	1	-30684
CU-	131	35	1.05e+05	0.26718	115	33	0.28696	0.36462	0.65079	2733.7
OU-	82	2	1.048e+05	0.02439	61	9	0.14754	0.0031348	0.026332	13300
-RER	95	24	1.042e+05	0.25263	75	42	0.56	2.2222e-05	0.00042423	42970
-PER	212	140	1.036e+05	0.66038	176	115	0.65341	0.55724	0.83785	-2146.2
-OSE	65	0	1.026e+05	0	54	6	0.11111	0.0029092	0.025107	11400
CL-	157	67	1.022e+05	0.42675	114	46	0.40351	0.64918	0.90319	-4309.2
-EM	108	1	1.018e+05	0.0092593	100	3	0.03	0.13825	0.36594	2128
-ANT	80	15	1.014e+05	0.1875	69	9	0.13043	0.82764	1	-6984.8
CON-	66	8	1.008e+05	0.12121	57	1	0.017544	0.98615	1	-11611
-AI	119	0	1.006e+05	0	94	7	0.074468	0.0012349	0.012754	7491.5
IO-	87	0	99800	0	83	0	0		1	0
INS-	63	0	99400	0	51	0	0		1	0
TIN-	78	11	99400	0.14103	51	6	0.11765	0.64944	0.90319	-2693.2
-AH	112	0	99400	0	80	2	0.025	0.046274	0.18451	2485
-TIN	78	8	99200	0.10256	62	10	0.16129	0.15123	0.38111	6506.9
-ICS	70	2	99200	0.028571	52	5	0.096154	0.056219	0.20473	6893.4
-GLE	111	42	98600	0.37838	75	37	0.49333	0.059871	0.20924	18232
REC-	71	13	98400	0.1831	72	6	0.083333	0.96057	1	-11832
-SH	141	22	98200	0.15603	121	14	0.1157	0.82773	1	-4669.7
-PED	121	52	98200	0.42975	101	41	0.40594	0.63986	0.8958	-4186.1
-LIN	73	7	98000	0.09589	54	6	0.11111	0.38983	0.68794	1640.8
-EAR	71	2	97800	0.028169	68	3	0.044118	0.30687	0.57709	1604.4
-EAT	80	11	97800	0.1375	59	7	0.11864	0.62827	0.88746	-2134.5
SIT-	69	3	97600	0.043478	50	6	0.12	0.059581	0.20924	7851.1
UR-	105	11	96800	0.10476	80	3	0.0375	0.95671	1	-7371.9
-TIS	73	6	96200	0.082192	60	5	0.083333	0.49051	0.77832	119.41
REP-	62	6	95600	0.096774	49	8	0.16327	0.14737	0.37861	7101.3
-IL	111	23	95600	0.20721	104	24	0.23077	0.33807	0.62186	2686.1
PER-	58	1	95400	0.017241	47	0	0	0.81714	1	-1669
ARE-	65	5	95200	0.076923	45	1	0.022222	0.8929	1	-5590.4
AP-	88	1	95200	0.011364	82	2	0.02439	0.2596	0.5245	1258.4
-NAS	65	0	95000	0	53	3	0.056604	0.026008	0.12902	5377.4
-RD	146	29	94600	0.19863	102	25	0.2451	0.19147	0.43865	5473.9
OA-	109	7	94000	0.06422	75	9	0.12	0.093498	0.28319	5589.1
INT-	58	2	93600	0.034483	34	3	0.088235	0.13616	0.36257	5181.7
FOR-	64	7	93000	0.10938	61	8	0.13115	0.35404	0.64464	2246.9
CHO-	70	11	93000	0.15714	44	5	0.11364	0.74249	0.97452	-4750.9
UNS-	58	0	92800	0	37	0	0		1	0
COM-	60	4	92400	0.066667	53	5	0.09434	0.29384	0.56292	2734.1
CAN-	62	3	92200	0.048387	59	8	0.13559	0.047668	0.18769	8441.6
-NO	97	1	92200	0.010309	86	10	0.11628	0.0013058	0.013268	9855.2
TU-	99	5	92000	0.050505	74	5	0.067568	0.31712	0.58933	1648.2
IS-	90	0	91600	0	73	1	0.013699	0.13269	0.36032	1254.8
