word	opportunities	found	missed	rate
RELINE	20	20	0	1
LUD	62	62	0	1
SMITE	55	55	0	1
FADE	61	61	0	1
INTERN	25	25	0	1
SUP	73	73	0	1
SHOER	31	31	0	1
LOAD	60	60	0	1
PULE	22	22	0	1
WEAN	38	38	0	1
ROOST	45	45	0	1
CUBE	21	21	0	1
RONDE	39	39	0	1
GRAY	20	20	0	1
DEW	53	53	0	1
RAVIN	49	49	0	1
NARD	22	22	0	1
MAID	26	26	0	1
CLOUT	21	21	0	1
CLEAT	24	24	0	1
DAMP	25	25	0	1
SIK	60	60	0	1
FEE	344	344	0	1
TOY	95	95	0	1
STYLE	22	22	0	1
WRITE	28	28	0	1
EVEN	42	42	0	1
GOER	21	21	0	1
TOOM	25	25	0	1
NOON	43	43	0	1
ROUND	34	34	0	1
FIST	41	41	0	1
CODER	27	27	0	1
SEALER	30	30	0	1
TRASH	61	61	0	1
CRAME	25	25	0	1
RETINT	26	26	0	1
HITHE	20	20	0	1
GADE	24	24	0	1
GROW	31	31	0	1
GRAPE	22	22	0	1
CHARET	27	27	0	1
LAMP	35	35	0	1
SUD	24	24	0	1
NERD	38	38	0	1
RENO	72	72	0	1
SHELL	23	23	0	1
GRAND	45	45	0	1
FEARE	64	64	0	1
SERRE	27	27	0	1
BANG	35	35	0	1
COIL	106	106	0	1
GIVE	22	22	0	1
NAVE	33	33	0	1
SEEM	23	23	0	1
PULL	24	24	0	1
FARL	36	36	0	1
GRAINE	47	47	0	1
SPICE	37	37	0	1
DULE	31	31	0	1
BUTE	28	28	0	1
ROSTI	27	27	0	1
SHOW	29	29	0	1
THANE	20	20	0	1
TWIT	29	29	0	1
KINE	23	23	0	1
HELE	32	32	0	1
FOND	31	31	0	1
SWEAT	24	24	0	1
MINGE	44	44	0	1
BACK	23	23	0	1
CELL	29	29	0	1
STOOL	22	22	0	1
CREATE	21	21	0	1
BOOT	50	50	0	1
BEAN	44	44	0	1
PEARL	22	22	0	1
CLIP	40	40	0	1
TRAVE	28	28	0	1
PILER	27	27	0	1
NICHE	27	27	0	1
DOVE	56	56	0	1
ROCH	21	21	0	1
CARTER	29	29	0	1
AGENT	26	26	0	1
REACH	29	29	0	1
COSH	39	39	0	1
DELI	29	29	0	1
BOO	360	360	0	1
CROW	39	39	0	1
FAINT	38	38	0	1
DOGE	21	21	0	1
YATE	43	43	0	1
LOGE	29	29	0	1
STYE	31	31	0	1
TASK	33	33	0	1
DIM	285	285	0	1
WAND	26	26	0	1
GREET	20	20	0	1
COMP	40	40	0	1
DOWSE	22	22	0	1
FREE	105	105	0	1
SHAW	22	22	0	1
PESTER	21	21	0	1
SHEER	21	21	0	1
SOUS	45	45	0	1
BROS	37	37	0	1
MEM	25	25	0	1
DEME	39	39	0	1
WILE	50	50	0	1
MORNE	34	34	0	1
SUPE	26	26	0	1
DRAIL	26	26	0	1
DIME	117	117	0	1
POLER	31	31	0	1
SOW	131	131	0	1
PLAY	33	33	0	1
SORA	37	37	0	1
PELT	55	55	0	1
BROO	34	34	0	1
CARR	22	22	0	1
COOL	55	55	0	1
POIS	46	46	0	1
BODE	20	20	0	1
BLADE	61	61	0	1
META	47	47	0	1
FAIL	37	37	0	1
SHUT	43	43	0	1
GUM	20	20	0	1
SLICE	43	43	0	1
SETTLE	27	27	0	1
RAH	23	23	0	1
MOY	25	25	0	1
BLAM	35	35	0	1
FLOW	20	20	0	1
WORK	20	20	0	1
LEAST	25	25	0	1
SICE	23	23	0	1
DACE	31	31	0	1
TOWSE	24	24	0	1
FERE	70	70	0	1
MUD	21	21	0	1
WEST	43	43	0	1
WHALE	21	21	0	1
PIG	25	25	0	1
LEEAR	35	35	0	1
SANDER	25	25	0	1
SIPE	27	27	0	1
SITTER	29	29	0	1
SALL	183	183	0	1
SALLE	70	70	0	1
SOIL	81	81	0	1
LENSE	25	25	0	1
MURE	30	30	0	1
RESTING	20	20	0	1
TANGLE	25	25	0	1
BOIL	35	35	0	1
SERRA	31	31	0	1
CAUSE	23	23	0	1
MOC	63	63	0	1
DEV	70	70	0	1
CLOU	52	52	0	1
LOCK	25	25	0	1
LOON	31	31	0	1
COON	35	35	0	1
SHEET	28	28	0	1
PAREN	44	44	0	1
PLAIT	23	23	0	1
GRAIL	51	51	0	1
DEF	51	51	0	1
STALL	28	28	0	1
SIST	36	36	0	1
BLAD	107	107	0	1
DREAM	41	41	0	1
STELLA	21	21	0	1
BUN	171	171	0	1
SELLE	38	38	0	1
CLASH	20	20	0	1
VAPE	33	33	0	1
SEIR	65	65	0	1
PAVE	31	31	0	1
PAPE	53	53	0	1
FEAR	194	194	0	1
DENSE	30	30	0	1
FAME	25	25	0	1
SWAG	21	21	0	1
COSTA	43	43	0	1
MORAL	38	38	0	1
HAH	20	20	0	1
DRIVE	22	22	0	1
WASH	46	46	0	1
SOOLE	37	37	0	1
BALD	24	24	0	1
PICK	21	21	0	1
NAY	21	21	0	1
STACK	38	38	0	1
DOB	32	32	0	1
BOAST	20	20	0	1
BOAS	47	47	0	1
GRONE	30	30	0	1
CEIL	21	21	0	1
BOOS	48	48	0	1
SIDLE	39	39	0	1
DROW	27	27	0	1
PIET	39	39	0	1
ROUST	48	48	0	1
FLING	24	24	0	1
SIND	25	25	0	1
SOOTHE	22	22	0	1
URINE	24	24	0	1
FARE	157	157	0	1
BELL	29	29	0	1
HINGER	20	20	0	1
DIP	44	44	0	1
DEB	45	45	0	1
DOLT	20	20	0	1
TITER	122	122	0	1
PACK	24	24	0	1
POLL	51	51	0	1
PLASTE	30	30	0	1
TOAD	21	21	0	1
QUA	109	109	0	1
WANE	63	63	0	1
FORTE	37	37	0	1
PERE	62	62	0	1
NINER	41	41	0	1
TREAD	119	119	0	1
AWE	31	31	0	1
PEIN	43	43	0	1
MOM	37	37	0	1
YAW	23	23	0	1
DICE	113	113	0	1
CIDE	134	134	0	1
TROPE	54	54	0	1
BENT	53	53	0	1
TROP	145	145	0	1
STELL	95	95	0	1
PLASH	20	20	0	1
MALL	55	55	0	1
PRIM	50	50	0	1
WRIT	64	64	0	1
TUG	36	36	0	1
MAILER	24	24	0	1
MENTO	49	49	0	1
BINE	51	51	0	1
FOOT	44	44	0	1
FAW	24	24	0	1
TORR	22	22	0	1
STRIDE	30	30	0	1
GREAT	50	50	0	1
GRAV	30	30	0	1
STAKE	62	62	0	1
CRATER	21	21	0	1
RAVER	35	35	0	1
RAGER	43	43	0	1
DAW	62	62	0	1
STILT	53	53	0	1
TYNE	24	24	0	1
HOM	300	300	0	1
LINTER	52	52	0	1
MUSE	79	79	0	1
MOW	53	53	0	1
MIM	75	75	0	1
MIME	42	42	0	1
MIND	87	87	0	1
HAND	136	136	0	1
MILLE	58	58	0	1
MIST	210	210	0	1
STINT	127	127	0	1
CAID	26	26	0	1
ABORT	34	34	0	1
FIT	206	206	0	1
TOD	69	69	0	1
FITT	93	93	0	1
RETINE	20	20	0	1
FITTE	48	48	0	1
PUNT	35	35	0	1
TENET	40	40	0	1
MISTER	26	26	0	1
BRUS	20	20	0	1
MUN	68	68	0	1
BEET	47	47	0	1
HOUSE	71	71	0	1
TRANT	47	47	0	1
INERT	33	33	0	1
LUNE	35	35	0	1
CAPER	31	31	0	1
CASE	115	115	0	1
CADE	146	146	0	1
GID	34	34	0	1
SYN	31	31	0	1
TAV	73	73	0	1
VAST	28	28	0	1
DUNE	56	56	0	1
STELA	22	22	0	1
LEV	102	102	0	1
LOVER	22	22	0	1
LOVE	92	92	0	1
NUDE	70	70	0	1
SCOOT	26	26	0	1
CREAM	30	30	0	1
SILER	64	64	0	1
BOTT	49	49	0	1
SCAM	28	28	0	1
CAMP	41	41	0	1
MARA	22	22	0	1
MACER	31	31	0	1
BUST	74	74	0	1
AIDERS	26	26	0	1
BRAT	42	42	0	1
DEARN	78	78	0	1
PUR	306	306	0	1
SPIDE	22	22	0	1
PURSE	26	26	0	1
PURS	63	63	0	1
TAINT	55	55	0	1
POW	53	53	0	1
THIN	171	171	0	1
DIRT	25	25	0	1
POUR	27	27	0	1
GARE	127	127	0	1
LISTER	37	37	0	1
POINT	86	86	0	1
HEARE	138	138	0	1
PASSE	35	35	0	1
PANTER	28	28	0	1
SHEAR	93	93	0	1
SHORE	116	116	0	1
MISER	25	25	0	1
MOLA	57	57	0	1
CRUS	49	49	0	1
TENTER	26	26	0	1
BIG	35	35	0	1
DAB	28	28	0	1
LOITER	21	21	0	1
SHALE	48	48	0	1
LOAN	107	107	0	1
SNAG	22	22	0	1
DAUNT	21	21	0	1
ODD	22	22	0	1
CLEAR	26	26	0	1
LANK	31	31	0	1
STARER	36	36	0	1
STORER	24	24	0	1
SPEAN	30	30	0	1
TAU	150	150	0	1
MANSE	24	24	0	1
TAUNT	28	28	0	1
GUS	63	63	0	1
SOG	20	20	0	1
DIG	64	64	0	1
GRIT	63	63	0	1
SCANT	69	69	0	1
BRAID	27	27	0	1
SOD	41	41	0	1
BLEE	28	28	0	1
TROU	88	88	0	1
VARE	42	42	0	1
RACH	118	118	0	1
TIK	56	56	0	1
MOD	273	273	0	1
MODE	133	133	0	1
TACHE	36	36	0	1
SCART	54	54	0	1
SAP	47	47	0	1
KILT	22	22	0	1
BARD	116	116	0	1
BARN	41	41	0	1
BRIS	34	34	0	1
FLARE	35	35	0	1
FATE	86	86	0	1
RIEM	30	30	0	1
REMIT	29	29	0	1
SEV	59	59	0	1
BEST	48	48	0	1
SHORT	64	64	0	1
DICER	20	20	0	1
FLU	107	107	0	1
SLAY	53	53	0	1
LITHE	56	56	0	1
BREE	62	62	0	1
SLOP	83	83	0	1
DALE	149	149	0	1
SLOPE	41	41	0	1
NETTER	24	24	0	1
MANG	193	193	0	1
SOARE	145	145	0	1
RATTER	42	42	0	1
SHEN	111	111	0	1
BOTE	29	29	0	1
BAND	66	66	0	1
MINTER	23	23	0	1
LOOTER	24	24	0	1
HOSER	39	39	0	1
ROUTE	114	114	0	1
COOT	104	104	0	1
SOLD	133	133	0	1
LAGER	41	41	0	1
RENAME	24	24	0	1
PRONE	39	39	0	1
STINGE	85	85	0	1
STEM	82	82	0	1
PEAS	129	129	0	1
PAP	101	101	0	1
POA	30	30	0	1
CHAP	36	36	0	1
DUM	29	29	0	1
MORA	102	102	0	1
SLANT	60	60	0	1
SWAT	56	56	0	1
SLANG	49	49	0	1
NON	191	191	0	1
CLIT	40	40	0	1
NONE	68	68	0	1
CLAT	43	43	0	1
GRIN	77	77	0	1
PARGE	40	40	0	1
MERE	72	72	0	1
METER	33	33	0	1
TANA	38	38	0	1
GRAN	251	251	0	1
PASH	23	23	0	1
POSS	52	52	0	1
SCATH	35	35	0	1
PROSE	51	51	0	1
SCATT	30	30	0	1
LATHE	132	132	0	1
RIF	224	224	0	1
TAUT	31	31	0	1
DAME	68	68	0	1
SHOE	191	191	0	1
FELT	45	45	0	1
CHAR	589	589	0	1
WIG	22	22	0	1
MAD	183	183	0	1
MASS	59	59	0	1
DINT	53	53	0	1
DAM	333	333	0	1
DUST	29	29	0	1
SOUT	156	156	0	1
DAE	45	45	0	1
SAINE	64	64	0	1
SCOPE	23	23	0	1
SCOP	65	65	0	1
TOSS	51	51	0	1
SALTER	58	58	0	1
SPORE	69	69	0	1
FEAST	33	33	0	1
ZIN	27	27	0	1
TASER	150	150	0	1
SLADE	21	21	0	1
SOUP	29	29	0	1
SNAIL	44	44	0	1
STEIL	52	52	0	1
COTT	84	84	0	1
GRIM	32	32	0	1
GRAM	72	72	0	1
CAG	203	203	0	1
PLEAT	42	42	0	1
MARC	44	44	0	1
BEND	42	42	0	1
BORA	72	72	0	1
GANG	36	36	0	1
BRAD	21	21	0	1
NOME	40	40	0	1
FEAT	100	100	0	1
STEARE	164	164	0	1
CRINE	55	55	0	1
SAUNT	21	21	0	1
SANT	81	81	0	1
COAL	50	50	0	1
CLONE	72	72	0	1
CLON	120	120	0	1
LONG	120	120	0	1
HAUN	32	32	0	1
STAB	43	43	0	1
BANE	62	62	0	1
RATION	30	30	0	1
BEN	387	387	0	1
SATIN	71	71	0	1
BENE	34	34	0	1
RICH	34	34	0	1
BATHE	43	43	0	1
BOLT	48	48	0	1
VIRE	36	36	0	1
TOUSE	87	87	0	1
NEP	74	74	0	1
MORSE	21	21	0	1
MOOS	30	30	0	1
MOOR	35	35	0	1
DEP	96	96	0	1
DRAPE	35	35	0	1
DRAP	88	88	0	1
FOU	117	117	0	1
PAINT	57	57	0	1
SIREN	28	28	0	1
SPOUT	30	30	0	1
LODE	113	113	0	1
OLDIE	21	21	0	1
HIDER	36	36	0	1
LAPSE	64	64	0	1
NAPE	67	67	0	1
FILLE	44	44	0	1
MONA	34	34	0	1
DEAD	48	48	0	1
DUN	259	259	0	1
MOST	111	111	0	1
METRE	28	28	0	1
HEAST	49	49	0	1
SAILER	32	32	0	1
SELL	175	175	0	1
WALL	40	40	0	1
LIG	105	105	0	1
DILL	35	35	0	1
GRIP	38	38	0	1
BIND	39	39	0	1
RECANT	30	30	0	1
SLING	59	59	0	1
GILL	32	32	0	1
MEAD	37	37	0	1
DOREE	60	60	0	1
DORSE	47	47	0	1
DAINT	25	25	0	1
STOUR	73	73	0	1
NEAL	85	85	0	1
PAIS	28	28	0	1
BRU	132	132	0	1
PAV	54	54	0	1
TUBE	63	63	0	1
TUB	152	152	0	1
BALER	33	33	0	1
BLEAR	42	42	0	1
BLARE	44	44	0	1
VEE	21	21	0	1
DOOR	28	28	0	1
MEET	56	56	0	1
VALE	32	32	0	1
PANT	180	180	0	1
STRAW	23	23	0	1
REAVE	28	28	0	1
STARR	65	65	0	1
SLAVE	37	37	0	1
LAVE	177	177	0	1
LEAVE	43	43	0	1
BOW	43	43	0	1
BRUT	26	26	0	1
TABER	27	27	0	1
TREEN	60	60	0	1
TENNE	87	87	0	1
SPINE	43	43	0	1
DELE	37	37	0	1
SPOT	53	53	0	1
WAST	239	239	0	1
SNAP	31	31	0	1
LUN	272	272	0	1
STOP	255	255	0	1
POND	38	38	0	1
TWIN	100	100	0	1
TWINE	47	47	0	1
STONER	50	50	0	1
MOON	56	56	0	1
SONDE	67	67	0	1
CAIN	54	54	0	1
ABIDE	26	26	0	1
BIST	27	27	0	1
ABID	53	53	0	1
SPART	36	36	0	1
SHIT	228	228	0	1
FOO	138	138	0	1
TWA	73	73	0	1
WAIT	150	150	0	1
SLIP	46	46	0	1
STRIP	52	52	0	1
STRAP	20	20	0	1
PLANT	37	37	0	1
SPIT	172	172	0	1
DETER	26	26	0	1
DETAIL	23	23	0	1
WAITE	72	72	0	1
WAIST	20	20	0	1
LONGE	53	53	0	1
WAIS	52	52	0	1
COUP	24	24	0	1
RUG	30	30	0	1
SAFE	60	60	0	1
RIFT	54	54	0	1
ROUL	43	43	0	1
FEM	25	25	0	1
STAP	83	83	0	1
SOUL	21	21	0	1
MAP	33	33	0	1
BOI	89	89	0	1
GRADE	56	56	0	1
DONEE	29	29	0	1
LOWE	63	63	0	1
DEALER	23	23	0	1
HOLT	29	29	0	1
VOLE	20	20	0	1
VOL	86	86	0	1
TETH	23	23	0	1
HUNT	65	65	0	1
GRAD	138	138	0	1
LUMP	23	23	0	1
RETILE	22	22	0	1
TEASER	48	48	0	1
NOISE	35	35	0	1
DERAT	166	166	0	1
AIRN	48	48	0	1
MOTI	25	25	0	1
DONNE	28	28	0	1
STUM	22	22	0	1
FAIR	43	43	0	1
CANNER	20	20	0	1
CANN	90	90	0	1
BALL	60	60	0	1
LEADER	20	20	0	1
BARDE	24	24	0	1
SNIDE	124	124	0	1
PISS	22	22	0	1
MALT	51	51	0	1
MINCE	22	22	0	1
LIKE	44	44	0	1
BAG	27	27	0	1
FILER	29	29	0	1
HOPER	24	24	0	1
TINEA	35	35	0	1
MALE	128	128	0	1
SCONE	28	28	0	1
SAME	60	60	0	1
DIF	22	22	0	1
MELT	85	85	0	1
SAU	251	251	0	1
SAUT	88	88	0	1
DAY	23	23	0	1
FID	38	38	0	1
HOAS	103	103	0	1
HOAST	34	34	0	1
FEAL	30	30	0	1
BOLD	21	21	0	1
HEP	35	35	0	1
VOTE	84	84	0	1
SCREE	22	22	0	1
LEP	36	36	0	1
MINER	60	60	0	1
HEARD	34	34	0	1
TRANCE	25	25	0	1
RONTE	114	114	0	1
ROAM	44	44	0	1
MAIN	187	187	0	1
BEG	32	32	0	1
MARINE	31	31	0	1
SOC	42	42	0	1
COAST	57	57	0	1
COATER	21	21	0	1
TROAD	59	59	0	1
FLEE	57	57	0	1
BAIL	88	88	0	1
DIET	202	202	0	1
LADEN	26	26	0	1
PASE	42	42	0	1
LOATH	25	25	0	1
STADE	20	20	0	1
SHOUT	33	33	0	1
KAI	23	23	0	1
DIVE	78	78	0	1
DIVER	21	21	0	1
DURE	39	39	0	1
SIFT	30	30	0	1
LINN	25	25	0	1
RELATE	54	54	0	1
PATH	29	29	0	1
SMEAR	38	38	0	1
MICH	22	22	0	1
SPANE	37	37	0	1
SUIT	44	44	0	1
SUI	75	75	0	1
DORT	79	79	0	1
COVE	58	58	0	1
CORD	57	57	0	1
WEND	22	22	0	1
MARLE	51	51	0	1
DUET	23	23	0	1
BRAN	133	133	0	1
COURS	36	36	0	1
TAEL	50	50	0	1
MUTE	63	63	0	1
MAM	22	22	0	1
FRIT	54	54	0	1
FRIS	24	24	0	1
MOP	142	142	0	1
REAP	143	143	0	1
FRAP	22	22	0	1
MOPE	65	65	0	1
SPEAT	33	33	0	1
MOSE	76	76	0	1
PREST	35	35	0	1
CONN	108	108	0	1
LIFT	33	33	0	1
SIF	61	61	0	1
MILT	56	56	0	1
REFI	61	61	0	1
SKAT	112	112	0	1
PRICE	22	22	0	1
PLOT	29	29	0	1
TALA	34	34	0	1
SAIM	22	22	0	1
TOLA	30	30	0	1
DITT	65	65	0	1
SENTE	33	33	0	1
BILL	45	45	0	1
RESITE	37	37	0	1
FUR	21	21	0	1
RENTER	23	23	0	1
CENTER	21	21	0	1
NICE	47	47	0	1
SENDER	22	22	0	1
MAGE	30	30	0	1
MEAL	176	176	0	1
HOUR	32	32	0	1
SKATE	55	55	0	1
MARG	64	64	0	1
TARO	106	106	0	1
CALL	76	76	0	1
BAE	38	38	0	1
BUR	170	170	0	1
TANGIE	28	28	0	1
TANGI	82	82	0	1
LAREE	56	56	0	1
SUE	75	75	0	1
DAP	39	39	0	1
DIALER	22	22	0	1
SHAN	32	32	0	1
NEAP	44	44	0	1
DARI	48	48	0	1
BULL	26	26	0	1
MATH	24	24	0	1
TRICE	46	46	0	1
BUS	200	200	0	1
CUB	43	43	0	1
CLING	29	29	0	1
LOOP	43	43	0	1
FAINE	47	47	0	1
COLD	39	39	0	1
ALINER	30	30	0	1
WOO	124	124	0	1
WATT	37	37	0	1
WATER	58	58	0	1
WINN	24	24	0	1
TOILER	29	29	0	1
FONE	40	40	0	1
SINGER	25	25	0	1
IRON	399	399	0	1
LIAR	37	37	0	1
MEANE	86	86	0	1
BLEAT	40	40	0	1
SPARS	29	29	0	1
HEIL	29	29	0	1
PRAISE	20	20	0	1
PRISE	60	60	0	1
BEAT	158	158	0	1
MISS	23	23	0	1
SAB	182	182	0	1
PHARE	28	28	0	1
SKIT	52	52	0	1
BEER	32	32	0	1
PRATE	159	159	0	1
MOB	33	33	0	1
CLOT	41	41	0	1
RETAIL	76	76	0	1
COB	24	24	0	1
MINO	46	46	0	1
BANT	106	106	0	1
BAY	27	27	0	1
PEON	23	23	0	1
STAY	61	61	0	1
ACRE	94	94	0	1
VANE	35	35	0	1
VAN	133	133	0	1
STEANE	40	40	0	1
CAVE	61	61	0	1
SHIN	389	389	0	1
CHANT	46	46	0	1
NEVE	26	26	0	1
SKI	227	227	0	1
COTE	142	142	0	1
BEAM	29	29	0	1
MAW	25	25	0	1
POET	31	31	0	1
GATER	80	80	0	1
GAME	85	85	0	1
TAMER	64	64	0	1
STREAM	30	30	0	1
LOME	62	62	0	1
DOPER	28	28	0	1
DOME	57	57	0	1
DOM	162	162	0	1
FIND	46	46	0	1
STRAY	22	22	0	1
FAD	136	136	0	1
TRAIL	132	132	0	1
RESIN	25	25	0	1
CHORE	47	47	0	1
POOT	80	80	0	1
POO	458	458	0	1
WALER	27	27	0	1
CITER	72	72	0	1
POSH	26	26	0	1
STEEN	57	57	0	1
LARN	22	22	0	1
STINTER	20	20	0	1
TASTER	56	56	0	1
REPO	197	197	0	1
POP	52	52	0	1
ROOTER	23	23	0	1
PIP	97	97	0	1
SKEE	64	64	0	1
TOSH	68	68	0	1
COND	43	43	0	1
SNEER	68	68	0	1
TORO	28	28	0	1
MOSH	30	30	0	1
LEARN	73	73	0	1
MARK	27	27	0	1
SUB	41	41	0	1
WINTER	23	23	0	1
STENT	52	52	0	1
OWNER	35	35	0	1
MOAT	45	45	0	1
TOC	41	41	0	1
POTT	81	81	0	1
TAIT	51	51	0	1
SANG	78	78	0	1
PAGE	85	85	0	1
STATIN	20	20	0	1
FAIN	194	194	0	1
FLAN	36	36	0	1
DANG	80	80	0	1
POLT	26	26	0	1
SEME	26	26	0	1
TEC	58	58	0	1
MERL	22	22	0	1
PIC	92	92	0	1
LEIR	44	44	0	1
CRIS	34	34	0	1
PULS	31	31	0	1
PUL	174	174	0	1
LOUP	26	26	0	1
SLIM	74	74	0	1
WHA	116	116	0	1
ROK	63	63	0	1
STARK	20	20	0	1
CHIME	32	32	0	1
TICH	21	21	0	1
MASTER	35	35	0	1
SAUTE	31	31	0	1
MANA	35	35	0	1
STEEM	22	22	0	1
CLOSE	37	37	0	1
CADET	27	27	0	1
RATO	81	81	0	1
BINGE	39	39	0	1
RIDGE	23	23	0	1
BRIDE	21	21	0	1
SLIVE	42	42	0	1
MOUSE	42	42	0	1
MOUS	108	108	0	1
DEG	33	33	0	1
STANG	27	27	0	1
SCALE	101	101	0	1
RUC	30	30	0	1
CHAT	76	76	0	1
NAMER	32	32	0	1
HANDER	23	23	0	1
DREAD	27	27	0	1
STEEL	53	53	0	1
HIREE	27	27	0	1
MOOT	103	103	0	1
SLEET	35	35	0	1
TRACER	22	22	0	1
TRADER	22	22	0	1
BEAD	42	42	0	1
BOAT	75	75	0	1
FOIL	22	22	0	1
SEIL	107	107	0	1
BON	478	478	0	1
HERO	62	62	0	1
PLANE	74	74	0	1
PLAIN	21	21	0	1
SORTIE	28	28	0	1
DOOL	84	84	0	1
HERSE	27	27	0	1
TINNER	39	39	0	1
MUST	31	31	0	1
STEAD	68	68	0	1
SPORT	58	58	0	1
MORN	105	105	0	1
FETT	41	41	0	1
DOSE	269	269	0	1
FORES	48	48	0	1
DOER	97	97	0	1
STOUT	28	28	0	1
BEATER	21	21	0	1
BEARE	77	77	0	1
EAGER	27	27	0	1
BITT	65	65	0	1
BITER	40	40	0	1
DOATER	33	33	0	1
BOR	841	841	0	1
HOARS	36	36	0	1
CLEAN	33	33	0	1
SEASE	26	26	0	1
CEASE	27	27	0	1
MOVE	37	37	0	1
TSAR	20	20	0	1
