word	k	n	len	missesAfterLastFind	pts	forgone
OOHING	1.0	17	6	16	1400	22400
BUTANE	1.0	23	6	16	1400	22400
PATIO	2.0	107	5	28	800	22400
DELFTS	1.0	21	6	16	1400	22400
MATRON	1.0	64	6	16	1400	22400
HAWSES	1.0	17	6	16	1400	22400
HAWSED	1.0	20	6	16	1400	22400
RUTHER	2.0	22	6	16	1400	22400
ESPIER	1.0	74	6	16	1400	22400
ARIAS	2.0	298	5	28	800	22400
MERLE	2.0	90	5	28	800	22400
MESHES	1.0	21	6	16	1400	22400
BESIDE	1.0	26	6	16	1400	22400
MICHER	2.0	20	6	16	1400	22400
TOMANS	2.0	52	6	16	1400	22400
REHIRE	1.0	50	6	16	1400	22400
BALUN	1.0	29	5	28	800	22400
BUTLER	1.0	18	6	16	1400	22400
HAUTER	2.0	35	6	16	1400	22400
STIPAS	1.0	48	6	16	1400	22400
PELOTA	1.0	33	6	16	1400	22400
PILEA	1.0	116	5	28	800	22400
STILB	1.0	82	5	28	800	22400
CAPOTS	2.0	18	6	16	1400	22400
FONTAL	1.0	17	6	16	1400	22400
LUSERS	2.0	43	6	16	1400	22400
CHIRTS	2.0	39	6	16	1400	22400
PERUSE	1.0	31	6	16	1400	22400
ANTIFA	1.0	17	6	16	1400	22400
INDITERS	1.0	25	7	10	2200	22000
DESTAINS	1.0	26	7	10	2200	22000
STATIONS	1.0	20	7	10	2200	22000
STEADING	1.0	12	7	10	2200	22000
RESHINED	1.0	13	7	10	2200	22000
TRANGLES	1.0	11	7	10	2200	22000
ANOINTER	1.0	21	7	10	2200	22000
GENITORS	1.0	19	7	10	2200	22000
INERTIAE	1.0	16	7	10	2200	22000
LANTERNS	2.0	14	7	10	2200	22000
TRENAILS	2.0	23	7	10	2200	22000
BOTANIES	1.0	14	7	10	2200	22000
TRENDIER	1.0	18	7	10	2200	22000
SALTIERS	1.0	24	7	10	2200	22000
DELATING	1.0	12	7	10	2200	22000
RIDERED	1.0	13	7	12	1800	21600
IRADE	2.0	366	5	27	800	21600
PRESTED	2.0	26	7	12	1800	21600
KALIS	1.0	33	5	27	800	21600
REPRINT	1.0	13	7	12	1800	21600
LEESING	2.0	19	7	12	1800	21600
GRANTER	1.0	17	7	12	1800	21600
HAIRY	1.0	34	5	27	800	21600
NOTABLE	1.0	15	7	12	1800	21600
OUTSING	1.0	15	7	12	1800	21600
MELTIER	1.0	13	7	12	1800	21600
RESIGNS	1.0	37	7	12	1800	21600
LOATHED	1.0	16	7	12	1800	21600
RALLINE	1.0	22	7	12	1800	21600
LOGIC	1.0	31	5	27	800	21600
MASAS	2.0	39	5	27	800	21600
LEASHED	2.0	21	7	12	1800	21600
LINEATE	1.0	44	7	12	1800	21600
MESHIER	1.0	15	7	12	1800	21600
SKIO	1.0	57	4	54	400	21600
RUMAL	1.0	40	5	27	800	21600
VELD	1.0	68	4	54	400	21600
DELFT	1.0	39	5	27	800	21600
SIMAR	2.0	209	5	27	800	21600
SNATHES	1.0	40	7	12	1800	21600
BENTO	2.0	69	5	27	800	21600
ATELIER	1.0	61	7	12	1800	21600
ARISING	1.0	18	7	12	1800	21600
CRASSER	1.0	16	7	12	1800	21600
COALERS	1.0	17	7	12	1800	21600
RYALS	1.0	39	5	27	800	21600
SAYNE	1.0	66	5	27	800	21600
ALAPS	2.0	54	5	27	800	21600
ANGST	2.0	121	5	27	800	21600
SAUNA	2.0	56	5	27	800	21600
TOLTERS	1.0	25	7	12	1800	21600
DILATOR	1.0	23	7	12	1800	21600
STUNNER	1.0	13	7	12	1800	21600
SLOPIER	1.0	15	7	12	1800	21600
FRERE	1.0	53	5	27	800	21600
TENSEST	1.0	35	7	12	1800	21600
DEADEST	1.0	17	7	12	1800	21600
SCOLDER	2.0	14	7	12	1800	21600
DUCI	1.0	57	4	54	400	21600
SHOTTEN	2.0	18	7	12	1800	21600
DAAL	1.0	111	4	54	400	21600
SKIRT	1.0	29	5	27	800	21600
GENTIER	1.0	22	7	12	1800	21600
DERAILS	2.0	50	7	12	1800	21600
CULTERS	1.0	15	7	12	1800	21600
CITY	2.0	86	4	54	400	21600
ELECT	1.0	74	5	27	800	21600
SEDATED	1.0	20	7	12	1800	21600
DARBIES	1.0	15	7	12	1800	21600
TINTIER	2.0	40	7	12	1800	21600
FINITES	2.0	20	7	12	1800	21600
BIRL	1.0	82	4	54	400	21600
ATONY	2.0	59	5	27	800	21600
OBAS	2.0	186	4	53	400	21200
ONY	1.0	316	3	211	100	21100
SECTOR	1.0	82	6	15	1400	21000
MOTILE	1.0	51	6	15	1400	21000
CHARGE	1.0	17	6	15	1400	21000
STRIPY	1.0	17	6	15	1400	21000
SWEARD	2.0	21	6	15	1400	21000
MIRTHS	1.0	31	6	15	1400	21000
REGILD	1.0	19	6	15	1400	21000
DEVISE	1.0	21	6	15	1400	21000
FREERS	1.0	24	6	15	1400	21000
PECTIN	1.0	19	6	15	1400	21000
SCAREY	1.0	25	6	15	1400	21000
PERCED	1.0	16	6	15	1400	21000
RELAYS	1.0	26	6	15	1400	21000
ABATED	1.0	16	6	15	1400	21000
CLADES	2.0	43	6	15	1400	21000
MEATHE	2.0	36	6	15	1400	21000
POTENT	2.0	40	6	15	1400	21000
HOURIS	1.0	25	6	15	1400	21000
REPAIR	2.0	49	6	15	1400	21000
FINEER	1.0	21	6	15	1400	21000
PLANAR	1.0	16	6	15	1400	21000
TRUCED	1.0	23	6	15	1400	21000
LIGANS	1.0	28	6	15	1400	21000
UNCATE	1.0	28	6	15	1400	21000
BREERS	2.0	30	6	15	1400	21000
GRADIN	2.0	40	6	15	1400	21000
HAUSES	1.0	24	6	15	1400	21000
PROSIT	2.0	68	6	15	1400	21000
LIVEST	2.0	28	6	15	1400	21000
HISHED	1.0	24	6	15	1400	21000
HARPED	2.0	25	6	15	1400	21000
WORREL	1.0	16	6	15	1400	21000
COOSIN	1.0	18	6	15	1400	21000
TEMPI	1.0	40	5	26	800	20800
DRUM	1.0	58	4	52	400	20800
COPAL	1.0	32	5	26	800	20800
CRIAS	2.0	151	5	26	800	20800
DURRS	2.0	34	5	26	800	20800
RESORTING	1.0	9	7	8	2600	20800
LEBEN	1.0	27	5	26	800	20800
HEPT	2.0	138	4	52	400	20800
AGAST	1.0	38	5	26	800	20800
NOVA	1.0	67	4	52	400	20800
GINCH	1.0	29	5	26	800	20800
SUBAS	1.0	29	5	26	800	20800
CASAS	2.0	35	5	26	800	20800
KIRNS	1.0	29	5	26	800	20800
WEALD	1.0	41	5	26	800	20800
AGRIN	2.0	135	5	26	800	20800
NERK	2.0	119	4	52	400	20800
LILY	1.0	57	4	52	400	20800
SHREW	2.0	41	5	26	800	20800
TOPHI	1.0	39	5	26	800	20800
HALMS	1.0	45	5	26	800	20800
NAGAS	1.0	52	5	26	800	20800
MAAR	1.0	130	4	52	400	20800
DUAD	1.0	52	4	51	400	20400
SOMY	1.0	61	4	51	400	20400
COHO	1.0	83	4	51	400	20400
OOPS	2.0	121	4	51	400	20400
GAOL	1.0	124	4	51	400	20400
UDOS	2.0	152	4	51	400	20400
AIA	1.0	519	3	202	100	20200
MOTU	1.0	120	4	50	400	20000
OLLAS	1.0	103	5	25	800	20000
CAPHS	1.0	26	5	25	800	20000
GADIS	2.0	58	5	25	800	20000
ONCES	2.0	156	5	25	800	20000
DAUD	2.0	52	4	50	400	20000
SHIST	2.0	107	5	25	800	20000
LAYIN	2.0	38	5	25	800	20000
FIERY	1.0	27	5	25	800	20000
MERGE	2.0	43	5	25	800	20000
REPLY	1.0	28	5	25	800	20000
ADOPT	1.0	39	5	25	800	20000
MENGE	1.0	40	5	25	800	20000
COURTED	2.0	13	7	11	1800	19800
INERTER	1.0	66	7	11	1800	19800
IRONIES	1.0	54	7	11	1800	19800
PIASTER	2.0	55	7	11	1800	19800
POROSES	1.0	12	7	11	1800	19800
NATRONS	1.0	38	7	11	1800	19800
COASTAL	2.0	15	7	11	1800	19800
RETIRALS	1.0	27	7	9	2200	19800
RETILING	2.0	11	7	9	2200	19800
PEDALER	1.0	12	7	11	1800	19800
CHORTEN	1.0	22	7	11	1800	19800
SONICATE	1.0	14	7	9	2200	19800
LETTERNS	1.0	16	7	9	2200	19800
NESTLERS	1.0	13	7	9	2200	19800
INTRONS	1.0	23	7	11	1800	19800
WRISTED	1.0	12	7	11	1800	19800
ENDORSE	1.0	29	7	11	1800	19800
STILLIER	1.0	10	7	9	2200	19800
COLONISE	1.0	11	7	9	2200	19800
RECLINES	1.0	10	7	9	2200	19800
DIRTIES	1.0	31	7	11	1800	19800
TARDIEST	1.0	30	7	9	2200	19800
RESISTER	1.0	20	7	9	2200	19800
MONISTS	1.0	12	7	11	1800	19800
SNARLER	1.0	22	7	11	1800	19800
SCOTERS	1.0	29	7	11	1800	19800
RESLATED	1.0	26	7	9	2200	19800
CORTINS	2.0	35	7	11	1800	19800
PLAITER	2.0	31	7	11	1800	19800
ASSERTER	1.0	13	7	9	2200	19800
HOARDERS	1.0	10	7	9	2200	19800
RAIMENT	1.0	29	7	11	1800	19800
AROUSES	1.0	21	7	11	1800	19800
LIBANT	1.0	21	6	14	1400	19600
PITTAS	2.0	36	6	14	1400	19600
CUTLAS	1.0	18	6	14	1400	19600
HISHES	2.0	28	6	14	1400	19600
REMOLD	1.0	20	6	14	1400	19600
ASSOIL	1.0	23	6	14	1400	19600
FEREST	2.0	72	6	14	1400	19600
TIRAGE	1.0	77	6	14	1400	19600
ORALLY	1.0	19	6	14	1400	19600
BINDIS	1.0	16	6	14	1400	19600
ANTICS	2.0	75	6	14	1400	19600
PRICER	1.0	16	6	14	1400	19600
URINED	2.0	62	6	14	1400	19600
INVITE	1.0	15	6	14	1400	19600
MARGIN	2.0	20	6	14	1400	19600
SONANT	1.0	72	6	14	1400	19600
MEREST	2.0	122	6	14	1400	19600
UNRENT	1.0	37	6	14	1400	19600
RAYONS	1.0	18	6	14	1400	19600
SOLION	2.0	42	6	14	1400	19600
ACCITE	1.0	21	6	14	1400	19600
UNSETS	2.0	67	6	14	1400	19600
PROTEI	1.0	60	6	14	1400	19600
UNTENT	1.0	27	6	14	1400	19600
PILIER	1.0	33	6	14	1400	19600
SCREES	2.0	47	6	14	1400	19600
VETOER	1.0	22	6	14	1400	19600
ARMLET	1.0	33	6	14	1400	19600
YITE	1.0	212	4	49	400	19600
WEASEL	1.0	26	6	14	1400	19600
TWIRED	1.0	21	6	14	1400	19600
HAFTED	1.0	19	6	14	1400	19600
COORIE	1.0	27	6	14	1400	19600
TRIBES	1.0	27	6	14	1400	19600
AMIDST	1.0	33	6	14	1400	19600
TOWIER	2.0	25	6	14	1400	19600
DAVIES	1.0	15	6	14	1400	19600
WARNER	2.0	21	6	14	1400	19600
SPOORS	1.0	15	6	14	1400	19600
CHITIN	1.0	20	6	14	1400	19600
PINTLE	1.0	24	6	14	1400	19600
CAROBS	1.0	22	6	14	1400	19600
SEYENS	1.0	16	6	14	1400	19600
DRILLS	1.0	17	6	14	1400	19600
AISLED	2.0	102	6	14	1400	19600
RUMENS	1.0	29	6	14	1400	19600
SENNIT	1.0	113	6	14	1400	19600
DANCED	1.0	22	6	14	1400	19600
STEELY	1.0	43	6	14	1400	19600
FEMALE	2.0	16	6	14	1400	19600
SAVATE	1.0	18	6	14	1400	19600
CHEMOS	1.0	16	6	14	1400	19600
MANDIR	1.0	23	6	14	1400	19600
UTA	2.0	868	3	195	100	19500
SHELF	1.0	48	5	24	800	19200
WELSH	1.0	37	5	24	800	19200
BIRTH	1.0	33	5	24	800	19200
MOOED	1.0	41	5	24	800	19200
IMAM	1.0	68	4	48	400	19200
NURLS	1.0	46	5	24	800	19200
ALBA	1.0	111	4	48	400	19200
OCKER	1.0	31	5	24	800	19200
CHIMO	1.0	30	5	24	800	19200
LIVRE	1.0	34	5	24	800	19200
SPUED	1.0	34	5	24	800	19200
SKEAR	2.0	56	5	24	800	19200
ORBED	1.0	59	5	24	800	19200
MONEY	1.0	32	5	24	800	19200
TOROT	1.0	54	5	24	800	19200
EVET	2.0	95	4	48	400	19200
YILL	2.0	52	4	48	400	19200
DOBLA	1.0	34	5	24	800	19200
LITU	2.0	241	4	48	400	19200
OOH	2.0	401	3	190	100	19000
RAYA	2.0	71	4	47	400	18800
WADT	2.0	91	4	47	400	18800
ERGS	2.0	310	4	47	400	18800
BERM	1.0	110	4	47	400	18800
TALMA	1.0	68	5	23	800	18400
HOLM	1.0	76	4	46	400	18400
DORBS	1.0	36	5	23	800	18400
TUAN	1.0	236	4	46	400	18400
SEGNO	1.0	182	5	23	800	18400
NIFES	1.0	83	5	23	800	18400
WADTS	1.0	45	5	23	800	18400
KISH	1.0	55	4	46	400	18400
LEEAR	2.0	223	5	23	800	18400
TWOER	2.0	53	5	23	800	18400
NALLA	1.0	57	5	23	800	18400
TWIST	1.0	32	5	23	800	18400
SAGOS	1.0	39	5	23	800	18400
ODDER	1.0	92	5	23	800	18400
PURLS	1.0	24	5	23	800	18400
DOWNA	2.0	30	5	23	800	18400
LIGER	2.0	85	5	23	800	18400
DERRY	1.0	42	5	23	800	18400
BASON	1.0	70	5	23	800	18400
PODIA	2.0	37	5	23	800	18400
SPREW	1.0	36	5	23	800	18400
HEBES	1.0	26	5	23	800	18400
PLASM	1.0	32	5	23	800	18400
THRAW	1.0	44	5	23	800	18400
HENGE	2.0	39	5	23	800	18400
BREID	1.0	87	5	23	800	18400
BREY	1.0	58	4	46	400	18400
PICINE	1.0	14	6	13	1400	18200
LOCUST	1.0	19	6	13	1400	18200
PERDUE	1.0	15	6	13	1400	18200
RABATS	1.0	25	6	13	1400	18200
CIPHER	1.0	14	6	13	1400	18200
SUNTAN	1.0	23	6	13	1400	18200
BENTOS	1.0	26	6	13	1400	18200
DRIVEL	1.0	14	6	13	1400	18200
DRIVEN	1.0	14	6	13	1400	18200
ATTEND	1.0	61	6	13	1400	18200
FELINE	2.0	26	6	13	1400	18200
PONEYS	1.0	22	6	13	1400	18200
SCREAM	1.0	34	6	13	1400	18200
FIENDS	1.0	23	6	13	1400	18200
SOWDER	2.0	26	6	13	1400	18200
DEARLY	1.0	27	6	13	1400	18200
MULIES	2.0	26	6	13	1400	18200
MUSLIN	1.0	14	6	13	1400	18200
VOILES	2.0	24	6	13	1400	18200
SAITHE	1.0	101	6	13	1400	18200
RETIRANTS	1.0	11	7	7	2600	18200
UNBARE	1.0	21	6	13	1400	18200
LEBENS	1.0	14	6	13	1400	18200
RONNEL	2.0	21	6	13	1400	18200
AETHER	1.0	112	6	13	1400	18200
GASPER	2.0	24	6	13	1400	18200
UNLAST	1.0	39	6	13	1400	18200
UNTIED	2.0	57	6	13	1400	18200
TRIAGE	2.0	55	6	13	1400	18200
POLICE	1.0	15	6	13	1400	18200
FARROS	1.0	20	6	13	1400	18200
BAILEE	1.0	17	6	13	1400	18200
WARMED	1.0	18	6	13	1400	18200
DRYEST	1.0	20	6	13	1400	18200
CANCER	2.0	23	6	13	1400	18200
SPIALS	1.0	27	6	13	1400	18200
REALLY	1.0	28	6	13	1400	18200
SHIRTY	1.0	14	6	13	1400	18200
PLATAN	1.0	21	6	13	1400	18200
SPETCH	1.0	14	6	13	1400	18200
CRUDES	2.0	17	6	13	1400	18200
PINNAE	1.0	16	6	13	1400	18200
MERELS	2.0	49	6	13	1400	18200
CURIET	1.0	37	6	13	1400	18200
SMELTS	1.0	28	6	13	1400	18200
HAYLES	1.0	17	6	13	1400	18200
HAUSED	1.0	21	6	13	1400	18200
SPRATS	2.0	62	6	13	1400	18200
DECODE	1.0	15	6	13	1400	18200
LENTIL	2.0	55	6	13	1400	18200
SNATHS	2.0	68	6	13	1400	18200
PINNAL	1.0	15	6	13	1400	18200
DETORTS	1.0	38	7	10	1800	18000
HERDING	1.0	17	7	10	1800	18000
CHOREES	1.0	15	7	10	1800	18000
SANTALS	1.0	16	7	10	1800	18000
BASTILE	1.0	13	7	10	1800	18000
HARPINS	2.0	14	7	10	1800	18000
REFRAIN	1.0	12	7	10	1800	18000
FALSIES	1.0	13	7	10	1800	18000
TRIAGES	2.0	32	7	10	1800	18000
FEATEST	1.0	11	7	10	1800	18000
MOTORED	1.0	12	7	10	1800	18000
DANDLER	1.0	14	7	10	1800	18000
ERRANTS	1.0	40	7	10	1800	18000
PORTIER	1.0	20	7	10	1800	18000
ANIMALS	1.0	21	7	10	1800	18000
GNASHER	1.0	12	7	10	1800	18000
AMATING	1.0	11	7	10	1800	18000
AGENTED	1.0	17	7	10	1800	18000
NOTCHES	2.0	13	7	10	1800	18000
RIBSTON	1.0	11	7	10	1800	18000
PERTAIN	2.0	38	7	10	1800	18000
DECODER	1.0	11	7	10	1800	18000
EROSION	2.0	26	7	10	1800	18000
HOLISTS	1.0	13	7	10	1800	18000
RANCHED	1.0	13	7	10	1800	18000
CORREAS	1.0	16	7	10	1800	18000
PERDUES	1.0	11	7	10	1800	18000
COTTARS	1.0	12	7	10	1800	18000
SITHING	1.0	12	7	10	1800	18000
CASEINS	2.0	30	7	10	1800	18000
CAPOTES	2.0	12	7	10	1800	18000
SPLINED	1.0	13	7	10	1800	18000
WARDERS	2.0	15	7	10	1800	18000
LATHING	1.0	12	7	10	1800	18000
SPALTED	2.0	13	7	10	1800	18000
TIDDLER	1.0	12	7	10	1800	18000
MESSIER	2.0	14	7	10	1800	18000
BESTEAD	1.0	13	7	10	1800	18000
VINAS	2.0	63	5	22	800	17600
RIGOR	2.0	49	5	22	800	17600
POEM	1.0	104	4	44	400	17600
PRETRAIN	1.0	9	7	8	2200	17600
RIGID	1.0	26	5	22	800	17600
INSTATED	1.0	14	7	8	2200	17600
CEILI	1.0	45	5	22	800	17600
TIRLS	2.0	166	5	22	800	17600
BETEL	1.0	55	5	22	800	17600
TRESSING	1.0	10	7	8	2200	17600
BOETS	1.0	95	5	22	800	17600
MEATY	1.0	41	5	22	800	17600
BREDE	1.0	69	5	22	800	17600
MOTUS	1.0	59	5	22	800	17600
MUID	1.0	55	4	44	400	17600
RERAILED	1.0	11	7	8	2200	17600
SWEATIER	1.0	10	7	8	2200	17600
RESILING	1.0	11	7	8	2200	17600
ANTLERED	1.0	9	7	8	2200	17600
SALTIRES	2.0	29	7	8	2200	17600
DROLL	1.0	30	5	22	800	17600
SUGAN	1.0	27	5	22	800	17600
CHIEF	1.0	23	5	22	800	17600
ROUTEING	1.0	9	7	8	2200	17600
STENTORS	1.0	18	7	8	2200	17600
IDLY	1.0	79	4	44	400	17600
NAGA	1.0	107	4	44	400	17600
AILERONS	1.0	21	7	8	2200	17600
HASTENED	1.0	9	7	8	2200	17600
SALIENTS	1.0	19	7	8	2200	17600
HEBE	1.0	47	4	43	400	17200
EVIL	2.0	137	4	43	400	17200
CYAN	1.0	58	4	42	400	16800
MOBIE	1.0	22	5	21	800	16800
NOILY	2.0	44	5	21	800	16800
BAININ	1.0	13	6	12	1400	16800
NIGHS	2.0	51	5	21	800	16800
PORCH	1.0	27	5	21	800	16800
TROMPS	1.0	14	6	12	1400	16800
AMIDIN	1.0	14	6	12	1400	16800
NURDS	1.0	53	5	21	800	16800
TWEEDS	2.0	17	6	12	1400	16800
OPINED	1.0	33	6	12	1400	16800
OBOLE	1.0	34	5	21	800	16800
TUNNEL	1.0	14	6	12	1400	16800
TRIFLE	2.0	25	6	12	1400	16800
TIARAS	2.0	103	6	12	1400	16800
TODGER	1.0	23	6	12	1400	16800
MESNES	1.0	38	6	12	1400	16800
SPIRIT	1.0	17	6	12	1400	16800
COOERS	1.0	37	6	12	1400	16800
LEUCH	1.0	33	5	21	800	16800
CIVET	1.0	23	5	21	800	16800
CHOREE	1.0	21	6	12	1400	16800
CHILDE	1.0	18	6	12	1400	16800
LAUND	1.0	41	5	21	800	16800
CESTA	2.0	329	5	21	800	16800
LORDY	1.0	25	5	21	800	16800
SUNSET	1.0	44	6	12	1400	16800
SUTORS	1.0	35	6	12	1400	16800
LAUDER	1.0	31	6	12	1400	16800
CANDOR	1.0	14	6	12	1400	16800
PELONS	2.0	36	6	12	1400	16800
CACA	1.0	44	4	42	400	16800
TATU	2.0	211	4	42	400	16800
YEED	1.0	73	4	42	400	16800
PARTAN	2.0	43	6	12	1400	16800
LATHEE	1.0	33	6	12	1400	16800
BREDES	1.0	31	6	12	1400	16800
WANTON	2.0	26	6	12	1400	16800
YESTER	2.0	42	6	12	1400	16800
SPLASH	1.0	15	6	12	1400	16800
DARGAS	1.0	14	6	12	1400	16800
NONCES	2.0	20	6	12	1400	16800
FLITTS	2.0	14	6	12	1400	16800
KARA	2.0	60	4	42	400	16800
RANCHO	1.0	32	6	12	1400	16800
HOYLES	1.0	13	6	12	1400	16800
SERGE	2.0	163	5	21	800	16800
KAING	1.0	24	5	21	800	16800
DOSSIL	1.0	13	6	12	1400	16800
REHANG	1.0	34	6	12	1400	16800
ISOGON	1.0	18	6	12	1400	16800
SEPT	2.0	403	4	42	400	16800
ERASER	1.0	240	6	12	1400	16800
DOSSAL	1.0	17	6	12	1400	16800
SNARLY	1.0	15	6	12	1400	16800
GACHER	1.0	17	6	12	1400	16800
SLEBS	1.0	39	5	21	800	16800
DOEK	1.0	44	4	42	400	16800
DETOUR	2.0	37	6	12	1400	16800
GNAWER	1.0	13	6	12	1400	16800
RESHOT	1.0	116	6	12	1400	16800
RACOON	1.0	23	6	12	1400	16800
ICHORS	1.0	32	6	12	1400	16800
VEINED	2.0	16	6	12	1400	16800
ICHOR	1.0	69	5	21	800	16800
RIGORS	2.0	23	6	12	1400	16800
HIREES	1.0	85	6	12	1400	16800
SAMAN	2.0	77	5	21	800	16800
DUCAT	2.0	37	5	21	800	16800
RIMU	1.0	120	4	42	400	16800
DRICES	2.0	57	6	12	1400	16800
SCALAR	1.0	24	6	12	1400	16800
SMOORS	1.0	15	6	12	1400	16800
ACRO	2.0	371	4	41	400	16400
SAAG	1.0	84	4	41	400	16400
SCRY	1.0	55	4	41	400	16400
BAHT	2.0	104	4	41	400	16400
LECHERS	2.0	14	7	9	1800	16200
SCANTLE	2.0	18	7	9	1800	16200
SPITTEN	1.0	16	7	9	1800	16200
DINGIES	2.0	16	7	9	1800	16200
HAFTERS	2.0	14	7	9	1800	16200
STAMINA	2.0	31	7	9	1800	16200
PLASHER	1.0	13	7	9	1800	16200
RELACED	1.0	13	7	9	1800	16200
REINING	1.0	16	7	9	1800	16200
FEASING	2.0	12	7	9	1800	16200
FEATHER	2.0	12	7	9	1800	16200
CORONER	1.0	10	7	9	1800	16200
PLAITED	1.0	12	7	9	1800	16200
IRONISE	1.0	53	7	9	1800	16200
IGNORES	2.0	39	7	9	1800	16200
PROTEIN	1.0	26	7	9	1800	16200
ARMLETS	1.0	18	7	9	1800	16200
SMELTER	1.0	18	7	9	1800	16200
BAILEES	1.0	12	7	9	1800	16200
CROSSED	1.0	13	7	9	1800	16200
POTENTS	2.0	24	7	9	1800	16200
REAGENT	1.0	18	7	9	1800	16200
REALLIE	1.0	23	7	9	1800	16200
CANDLER	2.0	11	7	9	1800	16200
UNSEATS	1.0	26	7	9	1800	16200
TENCHES	1.0	10	7	9	1800	16200
EASYING	1.0	12	7	9	1800	16200
GRADINE	1.0	11	7	9	1800	16200
TENDING	2.0	11	7	9	1800	16200
DAMNEST	1.0	13	7	9	1800	16200
PARTONS	2.0	36	7	9	1800	16200
DRONERS	1.0	20	7	9	1800	16200
TABERED	1.0	19	7	9	1800	16200
SITHENS	1.0	27	7	9	1800	16200
REBRAND	1.0	10	7	9	1800	16200
THILLER	1.0	12	7	9	1800	16200
HORDING	1.0	10	7	9	1800	16200
LOUDEST	1.0	12	7	9	1800	16200
ENDURED	1.0	13	7	9	1800	16200
ENTAMED	1.0	20	7	9	1800	16200
ARTISTS	1.0	27	7	9	1800	16200
ARETTED	1.0	50	7	9	1800	16200
SPACIER	1.0	17	7	9	1800	16200
CHARGES	1.0	10	7	9	1800	16200
HAWSERS	2.0	13	7	9	1800	16200
TRADING	2.0	14	7	9	1800	16200
NEAPING	1.0	10	7	9	1800	16200
ASCON	1.0	102	5	20	800	16000
COWAN	1.0	22	5	20	800	16000
REPRO	2.0	113	5	20	800	16000
AVALE	2.0	24	5	20	800	16000
PILEI	1.0	74	5	20	800	16000
CIRLS	1.0	56	5	20	800	16000
COOPT	1.0	32	5	20	800	16000
YILLS	1.0	22	5	20	800	16000
LOBAR	1.0	54	5	20	800	16000
ERGO	1.0	304	4	40	400	16000
PACOS	1.0	52	5	20	800	16000
MEANY	1.0	33	5	20	800	16000
RAYAS	1.0	29	5	20	800	16000
TRAPT	1.0	94	5	20	800	16000
GUESS	1.0	21	5	20	800	16000
MANTY	1.0	28	5	20	800	16000
TWEEL	1.0	25	5	20	800	16000
RUBIN	1.0	34	5	20	800	16000
ROYNE	2.0	61	5	20	800	16000
LAIGH	1.0	51	5	20	800	16000
OBES	1.0	214	4	40	400	16000
POHED	1.0	41	5	20	800	16000
KARAT	1.0	30	5	20	800	16000
ANOA	1.0	305	4	40	400	16000
PSALM	1.0	34	5	20	800	16000
PROSY	1.0	28	5	20	800	16000
RETASTING	1.0	12	7	6	2600	15600
GUAR	1.0	96	4	39	400	15600
SLATTERNS	1.0	10	7	6	2600	15600
DETAILERS	1.0	9	7	6	2600	15600
RESTRAINT	1.0	15	7	6	2600	15600
LUDO	1.0	91	4	39	400	15600
RESTRAINS	1.0	9	7	6	2600	15600
AUGH	1.0	42	4	39	400	15600
RIVO	2.0	74	4	39	400	15600
AYUS	1.0	46	4	39	400	15600
PROF	1.0	54	4	39	400	15600
GARRAN	1.0	15	6	11	1400	15400
SHREDS	1.0	52	6	11	1400	15400
AGILER	2.0	42	6	11	1400	15400
EMBARS	1.0	17	6	11	1400	15400
DUNDER	1.0	22	6	11	1400	15400
PLEASING	1.0	8	7	7	2200	15400
STYLED	1.0	19	6	11	1400	15400
THRICE	2.0	20	6	11	1400	15400
MENSAS	1.0	18	6	11	1400	15400
ROMPER	2.0	16	6	11	1400	15400
BLENDS	2.0	16	6	11	1400	15400
RANDOM	1.0	22	6	11	1400	15400
TIFTED	1.0	19	6	11	1400	15400
MERCAT	2.0	41	6	11	1400	15400
CABRIE	1.0	17	6	11	1400	15400
HELMED	2.0	13	6	11	1400	15400
HOARIEST	2.0	26	7	7	2200	15400
HOORAY	1.0	15	6	11	1400	15400
CENTAI	1.0	70	6	11	1400	15400
SOWNES	1.0	18	6	11	1400	15400
DECANI	1.0	51	6	11	1400	15400
STYRES	1.0	41	6	11	1400	15400
HEISTS	2.0	53	6	11	1400	15400
PAGLES	1.0	14	6	11	1400	15400
PEARLINS	1.0	12	7	7	2200	15400
RARITY	1.0	14	6	11	1400	15400
RASCAL	1.0	29	6	11	1400	15400
CANAPE	1.0	13	6	11	1400	15400
VELATE	1.0	42	6	11	1400	15400
PEAGES	2.0	17	6	11	1400	15400
MAGNES	2.0	45	6	11	1400	15400
DEADEN	1.0	33	6	11	1400	15400
SIDLED	2.0	34	6	11	1400	15400
VERITE	1.0	42	6	11	1400	15400
ROMAGE	1.0	22	6	11	1400	15400
PRETASTE	1.0	12	7	7	2200	15400
NOTABLES	1.0	9	7	7	2200	15400
CAIRNS	2.0	47	6	11	1400	15400
DAMANS	2.0	18	6	11	1400	15400
NITRIDES	1.0	17	7	7	2200	15400
DEAVES	1.0	14	6	11	1400	15400
PARAGE	1.0	13	6	11	1400	15400
HILLOS	2.0	23	6	11	1400	15400
MEAGER	2.0	26	6	11	1400	15400
TARMAC	2.0	24	6	11	1400	15400
ADAGES	1.0	16	6	11	1400	15400
GASTERED	1.0	14	7	7	2200	15400
POLITE	2.0	40	6	11	1400	15400
AGONES	2.0	67	6	11	1400	15400
GASPED	2.0	17	6	11	1400	15400
UNCART	1.0	18	6	11	1400	15400
DICTED	2.0	18	6	11	1400	15400
