affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
LE-	700	176	518400	0.251429	571	108	0.189142	0.995995	1	-43002.7
AN-	589	106	512600	0.179966	460	38	0.0826087	0.999997	1	-59524.3
-TO	714	100	507600	0.140056	611	88	0.144026	0.418217	0.908817	2332.87
OUT-	297	7	506800	0.023569	256	29	0.113281	1.00406e-05	0.000848427	46524.8
-LY	480	58	505800	0.120833	473	51	0.107822	0.735976	1	-7267.9
SH-	743	247	502400	0.332436	479	196	0.409186	0.00321889	0.0679991	57378.1
-DER	863	514	501400	0.595597	783	466	0.595147	0.507409	0.987264	-552.188
DO-	594	134	496000	0.225589	510	129	0.252941	0.143757	0.51544	17084
PA-	625	195	487600	0.312	549	139	0.253188	0.987077	1	-40451.2
-ISH	312	1	487000	0.00320513	261	2	0.00766284	0.230757	0.668778	2177.14
-TES	846	512	484400	0.605201	811	521	0.642417	0.0590335	0.341666	45239.6
-ENS	459	147	482000	0.320261	430	96	0.223256	0.999409	1	-68078.5
HO-	568	106	479600	0.18662	461	84	0.182213	0.57189	1	-2632.82
-TY	613	74	474200	0.120718	576	83	0.144097	0.117007	0.48679	12629.6
NO-	505	94	464000	0.186139	489	85	0.173824	0.693267	1	-6869.02
MO-	599	172	462400	0.287145	490	89	0.181633	0.999975	1	-66029.8
-AE	494	8	461800	0.0161943	425	27	0.0635294	9.2747e-05	0.00468071	22190.7
HE-	578	132	460000	0.228374	358	94	0.26257	0.117406	0.48679	20264.6
OR-	430	37	458200	0.0860465	296	19	0.0641892	0.860975	1	-10898.1
TH-	394	10	452600	0.0253807	338	21	0.0621302	0.00692078	0.110341	16993
ES-	396	33	446600	0.0833333	357	27	0.0756303	0.651644	1	-3845.38
NA-	576	95	444000	0.164931	485	51	0.105155	0.997566	1	-31382.4
-SES	584	279	442600	0.47774	582	306	0.525773	0.0504824	0.323705	40252
-ARS	370	73	438200	0.197297	289	53	0.183391	0.67381	1	-7587.27
HA-	511	109	435400	0.213307	440	103	0.234091	0.221297	0.658437	11239.8
AL-	448	35	433200	0.078125	369	22	0.0596206	0.84925	1	-8752.58
-ITE	355	74	420600	0.208451	312	38	0.121795	0.998593	1	-45667.6
ME-	532	106	420000	0.199248	449	70	0.155902	0.961035	1	-22652.7
RI-	523	113	417800	0.216061	498	118	0.236948	0.212636	0.64797	10865.2
-IST	314	38	416400	0.121019	280	23	0.0821429	0.940394	1	-18427.3
-NES	490	214	413200	0.436735	420	196	0.466667	0.182814	0.587423	21551
-SEL	348	57	407800	0.163793	305	39	0.127869	0.902057	1	-17516.7
-RA	456	31	402000	0.0679825	424	33	0.0778302	0.287026	0.75871	4279.82
DR-	438	37	398200	0.0844749	238	42	0.176471	0.000188249	0.00837212	39962.9
MIS-	241	20	396600	0.0829876	228	10	0.0438596	0.95826	1	-16723.3
-TH	467	30	395600	0.0642398	435	62	0.142529	5.17726e-05	0.00335624	32850
PE-	489	97	393800	0.198364	368	56	0.152174	0.959749	1	-22346.8
-EES	275	8	393000	0.0290909	230	30	0.130435	8.55718e-06	0.000803424	41003.7
-RO	485	37	392600	0.0762887	417	43	0.103118	0.0788178	0.398808	11488.1
-ANS	320	57	389800	0.178125	281	33	0.117438	0.981252	1	-28620.1
-P	1321	422	384800	0.319455	1170	412	0.352137	0.0422624	0.302642	18687.4
-TIE	379	109	384400	0.287599	317	61	0.192429	0.998195	1	-51258.5
-LER	550	298	382400	0.541818	491	250	0.509165	0.853902	1	-26566.7
MI-	408	74	382200	0.181373	409	71	0.173594	0.614457	1	-3486.29
-RY	384	20	380400	0.0520833	340	28	0.0823529	0.0511551	0.323705	12126
-SED	550	287	378600	0.521818	535	257	0.480374	0.913877	1	-32591.8
-ALS	328	81	376600	0.246951	287	58	0.202091	0.907745	1	-22484.1
-ISE	271	33	376000	0.121771	244	32	0.131148	0.374511	0.857621	4018.69
-NA	455	17	375000	0.0373626	401	33	0.0822943	0.00257785	0.0573232	17460.4
Y-	669	55	371200	0.0822123	457	96	0.210066	3.15537e-10	1.33315e-07	51166.9
DIS-	195	3	360400	0.0153846	196	8	0.0408163	0.0641774	0.359138	9302.92
-CE	446	50	360200	0.112108	406	97	0.238916	4.97388e-07	5.25366e-05	50977.1
RET-	298	75	359800	0.251678	208	51	0.245192	0.565918	1	-3131.22
-ORS	289	52	359800	0.179931	251	38	0.151394	0.812587	1	-12550.3
-EY	407	21	359800	0.0515971	351	21	0.0598291	0.31066	0.785951	3119.93
-LED	561	326	359400	0.581105	493	260	0.527383	0.960068	1	-44707.3
-INA	271	28	355800	0.103321	207	28	0.135266	0.140953	0.51544	12618.1
-HES	471	227	353600	0.481953	415	233	0.561446	0.00905984	0.131992	53657.4
-G	2496	1696	353400	0.679487	2204	1503	0.681942	0.428525	0.909809	3042.9
-TEN	372	124	352000	0.333333	336	97	0.28869	0.899748	1	-23625
-MEN	222	7	349400	0.0315315	213	4	0.0187793	0.801466	1	-4580.59
PI-	358	39	348600	0.108939	359	24	0.0668524	0.976724	1	-16472.5
-ID	433	55	345800	0.127021	373	42	0.112601	0.734794	1	-5667.16
-ENT	310	73	344600	0.235484	254	39	0.153543	0.992386	1	-36906
PO-	410	101	343200	0.246341	350	77	0.22	0.803635	1	-11785.2
-LET	310	89	337800	0.287097	292	38	0.130137	0.999999	1	-72954.9
PRE-	195	6	337000	0.0307692	167	7	0.0419162	0.28495	0.757178	3876.9
CH-	496	182	331400	0.366935	298	151	0.506711	5.56064e-05	0.00335624	74640.3
-U	746	19	329400	0.0254692	639	26	0.0406886	0.0556344	0.336308	5135.03
-MS	580	207	326000	0.356897	525	224	0.426667	0.00878592	0.130247	34550.2
NE-	321	46	322200	0.143302	261	26	0.0996169	0.944298	1	-15971.4
AC-	357	46	316400	0.128852	339	30	0.0884956	0.95602	1	-14503.9
-NER	507	289	315600	0.57002	441	241	0.546485	0.76668	1	-17241.3
TRI-	206	10	313200	0.0485437	188	17	0.0904255	0.0501391	0.323705	13720.5
SN-	451	135	310400	0.299335	239	81	0.338912	0.143054	0.51544	18086.8
BA-	406	115	309800	0.283251	330	88	0.266667	0.691698	1	-6985.42
-IED	308	97	309400	0.314935	278	31	0.111511	1	1	-92924.2
-TI	409	54	309000	0.132029	381	46	0.120735	0.683342	1	-3984.68
-NET	308	93	307800	0.301948	274	59	0.215328	0.991214	1	-38147.3
-GE	680	322	304800	0.473529	578	307	0.531142	0.0208407	0.209647	32504.9
AT-	263	28	304600	0.106464	260	44	0.169231	0.0186251	0.196347	21353.3
SEA-	237	61	300800	0.257384	212	55	0.259434	0.480244	0.959353	816.308
-SI	377	31	300400	0.0822281	351	15	0.042735	0.985682	1	-12843.1
-TAL	258	49	299800	0.189922	225	31	0.137778	0.937946	1	-19231
STE-	310	106	299600	0.341935	209	59	0.282297	0.923777	1	-27243
RED-	190	19	298200	0.1	167	12	0.0718563	0.826965	1	-9253.65
-IT	520	213	296600	0.409615	425	125	0.294118	0.999886	1	-54376.3
-IAL	211	13	295200	0.0616114	184	17	0.0923913	0.124684	0.494639	9683.37
GR-	377	108	291800	0.286472	209	83	0.397129	0.00309527	0.0670642	45347.3
-CES	219	24	291800	0.109589	181	56	0.309392	3.30493e-07	3.98953e-05	65175.8
-ION	243	53	291600	0.218107	191	44	0.230366	0.38044	0.864173	4572.79
CAR-	239	53	291200	0.221757	201	42	0.208955	0.627452	1	-4770.06
-AT	481	153	290600	0.318087	426	92	0.215962	0.999727	1	-42647.3
ON-	235	2	288600	0.00851064	196	1	0.00510204	0.664156	1	-989.175
-PS	531	181	288400	0.340866	456	169	0.370614	0.16504	0.553407	13166.4
EA-	405	137	287200	0.338272	370	107	0.289189	0.929148	1	-21920.2
UP-	187	0	286200	0	198	2	0.010101	0.084109	0.40846	2890.91
-GES	379	182	282600	0.480211	320	173	0.540625	0.0557196	0.336308	32514.8
-TAS	228	32	281200	0.140351	200	36	0.18	0.131459	0.503071	12925.6
BO-	358	107	280400	0.298883	290	52	0.17931	0.999782	1	-46346.2
-HED	297	106	279800	0.356902	256	119	0.464844	0.00499113	0.0905088	46479.6
-HE	498	173	279600	0.34739	394	166	0.42132	0.0119435	0.155149	31390.8
EL-	314	24	279200	0.0764331	240	18	0.075	0.525175	1	-435.382
-ROS	208	19	278200	0.0913462	181	21	0.116022	0.212076	0.64797	7570.58
SAL-	193	31	277200	0.160622	107	14	0.130841	0.755523	1	-9821.66
SER-	199	16	275400	0.080402	174	13	0.0747126	0.581101	1	-1703.4
-NTS	272	95	275400	0.349265	254	101	0.397638	0.125773	0.494646	20142.6
SL-	363	107	272600	0.294766	221	78	0.352941	0.0713754	0.381723	22292.8
SOR-	217	42	271800	0.193548	138	24	0.173913	0.678517	1	-6593.55
TEN-	201	25	271600	0.124378	150	23	0.153333	0.217385	0.651383	8970.33
REA-	212	39	269400	0.183962	191	32	0.167539	0.667168	1	-5491.85
REC-	183	22	269400	0.120219	94	17	0.180851	0.0847566	0.409253	18468.7
-AGE	169	3	268800	0.0177515	149	7	0.0469799	0.0680701	0.373501	7979.35
-SA	366	34	267000	0.0928962	349	14	0.0401146	0.997592	1	-15560
FE-	300	45	263600	0.15	235	31	0.131915	0.723969	1	-5566.6
-MAN	165	2	263400	0.0121212	155	3	0.0193548	0.301033	0.777734	1925.59
-K	1291	685	262400	0.530596	1097	552	0.503191	0.909175	1	-15226.7
CE-	249	34	260400	0.136546	240	36	0.15	0.335539	0.825843	3931.2
SU-	293	36	259600	0.122867	244	26	0.106557	0.722023	1	-4791.74
AD-	234	11	257800	0.0470085	171	6	0.0350877	0.7227	1	-3244.85
-SIE	214	34	256400	0.158879	180	8	0.0444444	0.999877	1	-34833.7
NI-	294	54	253200	0.183673	234	38	0.162393	0.739038	1	-6473.47
-RT	414	115	252200	0.277778	364	120	0.32967	0.0578665	0.337222	18235
RAT-	187	34	250600	0.181818	161	34	0.21118	0.245484	0.6842	8955.39
-TON	194	15	250600	0.0773196	195	19	0.0974359	0.241213	0.679417	5463.59
SEN-	178	16	250000	0.0898876	126	19	0.150794	0.0506054	0.323705	16931.9
STA-	264	101	249400	0.382576	222	71	0.31982	0.925235	1	-25303.2
GA-	294	78	249000	0.265306	268	62	0.231343	0.823765	1	-10929.2
-DE	461	161	248400	0.349241	440	181	0.411364	0.0273814	0.237854	23507.3
-TOS	214	39	248200	0.182243	200	39	0.195	0.370055	0.85106	3862.82
DES-	157	12	247400	0.0764331	113	3	0.0265487	0.961244	1	-13319.1
TER-	159	5	247200	0.0314465	134	8	0.0597015	0.120977	0.48679	7193.71
BL-	298	78	247200	0.261745	163	58	0.355828	0.0171025	0.190153	31085.1
ET-	265	17	246200	0.0641509	257	20	0.077821	0.271445	0.733104	3608.9
-IAS	177	11	245200	0.0621469	161	11	0.068323	0.409089	0.901348	1609.49
-EAL	211	40	245000	0.189573	162	19	0.117284	0.971049	1	-21845.9
CR-	333	105	244800	0.315315	242	74	0.305785	0.596254	1	-3415.62
INS-	149	0	244600	0	111	1	0.00900901	0.122856	0.492005	2203.6
TAR-	209	58	244200	0.277512	184	29	0.157609	0.997861	1	-40695.2
-GS	853	569	241600	0.667057	736	440	0.597826	0.997871	1	-51438.9
-EEN	172	6	239600	0.0348837	155	5	0.0322581	0.552307	1	-655.364
-THS	175	11	238800	0.0628571	156	26	0.166667	0.00138589	0.0418243	26388.4
LU-	257	35	236600	0.136187	231	32	0.138528	0.470093	0.948039	634.042
-SET	207	51	235600	0.246377	188	32	0.170213	0.968248	1	-23473.8
RU-	233	15	231800	0.0643777	190	14	0.0736842	0.353176	0.839738	2294.99
-OT	310	57	230600	0.183871	263	45	0.171103	0.654744	1	-3564.91
ER-	211	7	229800	0.0331754	169	9	0.0532544	0.166392	0.555736	4738.66
-C	460	44	228400	0.0956522	390	59	0.151282	0.00663266	0.109894	14063.2
STO-	202	52	226400	0.257426	178	64	0.359551	0.0154975	0.18188	31086.8
EM-	178	11	226000	0.0617978	127	2	0.015748	0.975152	1	-11024.3
CON-	139	12	225800	0.0863309	116	10	0.0862069	0.501401	0.980751	-30.191
CU-	253	52	225600	0.205534	220	54	0.245455	0.149513	0.52641	11114
EST-	152	7	225000	0.0460526	119	6	0.0504202	0.433697	0.911824	1034.23
TIN-	158	9	225000	0.056962	130	8	0.0615385	0.43487	0.911824	1094.68
PAR-	171	30	222600	0.175439	112	21	0.1875	0.398146	0.884589	3268.64
K-	432	41	222200	0.0949074	328	49	0.14939	0.0106554	0.147604	13261.1
-TEL	174	16	221600	0.091954	164	27	0.164634	0.0225282	0.213891	17734
PL-	259	65	221400	0.250965	173	52	0.300578	0.127769	0.497824	14566.3
GE-	273	64	220600	0.234432	191	23	0.120419	0.999021	1	-32288.6
-ERY	142	4	220000	0.028169	120	7	0.0583333	0.112573	0.485327	6841.27
AB-	219	25	218800	0.114155	170	6	0.0352941	0.997806	1	-19115.9
MU-	228	34	218800	0.149123	215	38	0.176744	0.215479	0.64797	6949.54
-TLE	206	56	218800	0.271845	190	69	0.363158	0.0253965	0.235825	27211.3
ENT-	143	10	218200	0.0699301	124	29	0.233871	7.75134e-05	0.00436659	38329.4
BR-	273	82	214400	0.300366	153	71	0.464052	0.000364491	0.0145927	50382.5
FI-	252	39	212600	0.154762	199	53	0.266332	0.00175252	0.0471251	27535.4
-NIE	230	85	208600	0.369565	189	36	0.190476	0.999972	1	-59529.2
-GER	356	209	208600	0.587079	290	181	0.624138	0.169076	0.558084	18618.6
-SO	264	9	208200	0.0340909	215	11	0.0511628	0.176426	0.575599	3677.28
DA-	321	110	208200	0.342679	284	87	0.306338	0.829444	1	-11600.1
-RN	263	70	207800	0.26616	247	77	0.311741	0.128029	0.497824	12352.5
TOR-	156	18	207600	0.115385	114	14	0.122807	0.426077	0.909809	1730.9
-GO	285	45	205600	0.157895	228	18	0.0789474	0.996607	1	-19073.7
PR-	211	40	204600	0.189573	121	24	0.198347	0.42268	0.908817	2210.96
PRO-	124	3	203800	0.0241935	88	2	0.0227273	0.527633	1	-305.572
-AD	233	7	203400	0.0300429	184	14	0.076087	0.0163859	0.186387	9669.25
-NAS	142	4	203200	0.028169	128	13	0.101562	0.00658469	0.109894	15324.6
NIT-	163	40	203000	0.245399	135	28	0.207407	0.781692	1	-9900.55
-EAR	153	10	203000	0.0653595	114	12	0.105263	0.120412	0.48679	8659.1
-RON	148	5	202600	0.0337838	122	5	0.0409836	0.377609	0.860184	1509.08
-OES	150	19	199800	0.126667	124	22	0.177419	0.120548	0.48679	11531
SEI-	136	2	199200	0.0147059	119	1	0.00840336	0.67927	1	-1273.11
CL-	228	50	198600	0.219298	153	47	0.30719	0.0267706	0.236507	21797
-AIL	209	74	196600	0.354067	195	60	0.307692	0.838742	1	-13921.7
IM-	142	0	195400	0	124	8	0.0645161	0.00105842	0.0357746	12606.5
-GA	278	44	193800	0.158273	245	17	0.0693878	0.999211	1	-20977
-ICS	141	6	193400	0.0425532	108	4	0.037037	0.586953	1	-1115.37
-F	524	64	193000	0.122137	526	67	0.127376	0.39864	0.884589	1151.54
-OSE	141	18	191800	0.12766	112	6	0.0535714	0.977119	1	-16077.1
-URE	129	3	190000	0.0232558	124	9	0.0725806	0.0325076	0.254342	9598.61
-EA	230	5	188600	0.0217391	210	9	0.0428571	0.103723	0.456489	4113.79
AIR-	121	11	185600	0.0909091	105	5	0.047619	0.897153	1	-8753.25
-SY	215	10	185000	0.0465116	173	11	0.0635838	0.230026	0.668778	3315.42
LIN-	143	22	184600	0.153846	120	12	0.1	0.902579	1	-11749.2
TES-	132	9	184200	0.0681818	109	9	0.0825688	0.336201	0.825843	2883.15
REN-	170	49	183800	0.288235	113	31	0.274336	0.600368	1	-3641.54
-RAL	118	2	183600	0.0169492	94	2	0.0212766	0.409022	0.901348	810.097
CRE-	129	10	181400	0.0775194	110	7	0.0636364	0.661358	1	-2718.29
-ILE	182	62	181200	0.340659	166	39	0.23494	0.985009	1	-28459.7
-KS	458	248	180600	0.541485	398	224	0.562814	0.265715	0.728991	8288.59
SAR-	128	11	180200	0.0859375	99	5	0.0505051	0.849496	1	-7043.97
-RAS	134	11	179400	0.0820896	128	9	0.0703125	0.640149	1	-2294.17
-TIS	135	12	177400	0.0888889	122	17	0.139344	0.100872	0.449244	9798.43
PER-	110	6	177200	0.0545455	77	2	0.025974	0.828999	1	-5360
COR-	131	24	175800	0.183206	103	9	0.0873786	0.981724	1	-20411.3
V-	394	129	175200	0.327411	286	99	0.346154	0.304651	0.777734	4906.83
AI-	246	79	173800	0.321138	221	34	0.153846	0.999987	1	-43495.9
AG-	178	12	173000	0.0674157	193	12	0.0621762	0.581204	1	-969.319
-TIN	144	21	172600	0.145833	145	26	0.17931	0.220327	0.657868	6762.36
CI-	171	26	170800	0.152047	168	35	0.208333	0.0886895	0.422699	10818.3
ARE-	109	4	170600	0.0366972	94	6	0.0638298	0.186542	0.594823	4780.75
-IL	182	32	170400	0.175824	179	33	0.184358	0.416453	0.908817	1693.02
-SH	209	14	170400	0.0669856	187	29	0.15508	0.00245411	0.0573232	15998
SM-	186	22	169000	0.11828	82	19	0.231707	0.00872496	0.130247	21664.7
-ILY	107	4	168600	0.0373832	84	4	0.047619	0.362977	0.844284	1803.56
-IDS	124	12	167200	0.0967742	116	18	0.155172	0.0858096	0.411983	10792
MAR-	121	17	166800	0.140496	102	30	0.294118	0.00253809	0.0573232	29649
DU-	169	25	164400	0.147929	144	20	0.138889	0.589864	1	-1688.69
-ERA	130	17	164200	0.130769	103	11	0.106796	0.711886	1	-4593.25
-EIN	116	0	164000	0	111	9	0.0810811	0.000875553	0.0308268	13297.3
HI-	204	44	164000	0.215686	207	53	0.256039	0.167711	0.557935	8175.39
-ND	257	70	162800	0.272374	204	49	0.240196	0.783523	1	-7130.53
IO-	142	0	162400	0	135	0	0		1	0
-ANT	131	24	162200	0.183206	114	22	0.192982	0.422519	0.908817	1918.12
-TOR	135	24	160200	0.177778	96	17	0.177083	0.505431	0.986349	-136.25
AP-	157	12	159000	0.0764331	122	6	0.0491803	0.820991	1	-4682.03
-NO	162	13	158200	0.0802469	135	21	0.155556	0.0211939	0.210693	12697
-DES	175	63	157600	0.36	163	64	0.392638	0.267929	0.732687	8022.43
ANI-	92	2	155600	0.0217391	94	6	0.0638298	0.0785875	0.398808	6667.16
AST-	104	6	154800	0.0576923	96	6	0.0625	0.443132	0.916256	788.462
-DED	173	65	154800	0.375723	164	52	0.317073	0.870839	1	-14533.3
-ERN	102	9	154600	0.0882353	83	25	0.301205	9.97074e-05	0.00468071	36204.8
-NY	198	18	154200	0.0909091	174	8	0.045977	0.955051	1	-7656.43
WA-	187	42	153800	0.224599	126	33	0.261905	0.224138	0.660001	7200.03
-STS	156	56	153200	0.358974	167	73	0.437126	0.0759211	0.396008	18537.5
-EM	175	3	152600	0.0171429	156	3	0.0192308	0.443488	0.916256	323.626
-OTS	136	32	152000	0.235294	101	20	0.19802	0.753545	1	-7350.5
AM-	166	25	151800	0.150602	114	30	0.263158	0.0099281	0.139821	20057.4
FO-	172	58	150600	0.337209	160	51	0.31875	0.639785	1	-3987.21
DEN-	106	9	150200	0.0849057	94	15	0.159574	0.0524184	0.3281	12215.8
SW-	204	52	149400	0.254902	115	41	0.356522	0.0275854	0.237854	20547.5
-DEN	138	32	148800	0.231884	117	23	0.196581	0.752694	1	-6848.76
-RER	174	74	148400	0.425287	143	78	0.545455	0.0165424	0.186387	30810.9
MAN-	103	11	148400	0.106796	83	10	0.120482	0.384693	0.869158	2258.16
DER-	116	16	148000	0.137931	76	14	0.184211	0.19388	0.609027	7923.05
-IO	191	21	147000	0.109948	142	24	0.169014	0.0594663	0.34183	9675.08
PAS-	111	17	146800	0.153153	91	18	0.197802	0.20208	0.630102	7742.14
STR-	133	37	146400	0.278195	90	35	0.388889	0.0414175	0.299126	22825
-EAS	107	4	146200	0.0373832	99	7	0.0707071	0.143918	0.51544	5111.89
-DY	214	36	146000	0.168224	203	28	0.137931	0.804502	1	-5313.44
-EAT	130	28	145600	0.215385	117	18	0.153846	0.892597	1	-11470.8
-ITS	156	60	144000	0.384615	140	43	0.307143	0.918806	1	-17694.7
-TAR	117	18	143800	0.153846	92	8	0.0869565	0.927093	1	-11304.3
CHO-	94	7	143800	0.0744681	74	13	0.175676	0.0221653	0.213891	15626.5
UR-	143	2	143600	0.013986	119	11	0.092437	0.0017984	0.0471251	11391.1
-AI	175	2	143200	0.0114286	204	10	0.0490196	0.0185983	0.196347	5465.74
MOR-	93	5	142400	0.0537634	66	4	0.0606061	0.427015	0.909809	1025.02
FL-	154	24	141600	0.155844	92	27	0.293478	0.004989	0.0905088	23975.9
OA-	177	35	141200	0.19774	158	11	0.0696203	0.999664	1	-22677.2
-GAS	121	22	140600	0.181818	98	7	0.0714286	0.991724	1	-19009.1
-RD	194	28	139400	0.14433	185	35	0.189189	0.120481	0.48679	7258.23
FOR-	102	18	139200	0.176471	78	9	0.115385	0.872306	1	-10164.7
TEA-	136	51	139000	0.375	123	43	0.349593	0.664447	1	-5569.11
VI-	143	15	138600	0.104895	131	10	0.0763359	0.793914	1	-4352.43
NES-	99	7	138000	0.0707071	87	6	0.0689655	0.518537	0.999409	-258.795
-DO	153	7	138000	0.0457516	146	5	0.0342466	0.693803	1	-1659.03
EO-	128	1	136200	0.0078125	119	6	0.0504202	0.0218831	0.213891	5837.25
-ONE	102	10	136000	0.0980392	86	17	0.197674	0.0261506	0.236507	14985.1
-EYS	91	1	136000	0.010989	72	6	0.0833333	0.0118356	0.155149	9940.11
-SON	93	0	135800	0	88	0	0		1	0
AU-	123	1	135600	0.00813008	120	1	0.00833333	0.493006	0.971603	27.7236
-ANE	97	5	135600	0.0515464	81	5	0.0617284	0.384464	0.869158	1456.03
ISO-	75	0	135000	0	65	0	0		1	0
-LIN	104	12	134800	0.115385	89	11	0.123596	0.430341	0.910297	1248.06
-ARD	90	1	134600	0.0111111	85	4	0.0470588	0.0768432	0.39685	4888.89
-DIE	171	76	134200	0.444444	151	28	0.18543	1	1	-62422.4
-OL	156	13	132800	0.0833333	146	9	0.0616438	0.765704	1	-3105.94
-GED	241	148	132600	0.614108	209	111	0.5311	0.962199	1	-28371.9
-PER	171	78	131400	0.45614	175	107	0.611429	0.00189393	0.0471251	37797.2
CHA-	118	31	131000	0.262712	97	26	0.268041	0.4649	0.942144	944.365
-LA	174	22	131000	0.126437	185	22	0.118919	0.585927	1	-1117.15
AE-	88	5	131000	0.0568182	93	4	0.0430108	0.665354	1	-1908.19
IS-	128	0	130800	0	104	2	0.0192308	0.0575434	0.337222	2515.38
GRA-	97	14	130600	0.14433	78	5	0.0641026	0.955024	1	-12146.4
-PED	141	51	130000	0.361702	137	65	0.474453	0.0283248	0.2414	22978.5
GL-	133	11	129400	0.0827068	87	12	0.137931	0.0952722	0.435746	7731.4
-ELY	88	1	129000	0.0113636	87	2	0.0229885	0.276806	0.744908	1515.88
-MED	152	62	128400	0.407895	157	76	0.484076	0.0890419	0.422699	16485.7
-IRE	122	33	127800	0.270492	87	23	0.264368	0.539248	1	-1070.47
-SEN	89	0	127400	0	80	6	0.075	0.00426017	0.0837172	9555
UNS-	78	1	127400	0.0128205	67	0	0	0.82382	1	-1651.28
-CS	140	9	127200	0.0642857	115	18	0.156522	0.0086104	0.130247	12507.2
CAN-	97	19	126800	0.195876	79	4	0.0506329	0.997768	1	-22454.6
END-	80	0	126400	0	57	6	0.105263	0.00150059	0.0437241	13305.3
TRO-	92	12	126400	0.130435	89	6	0.0674157	0.921663	1	-9099.95
BES-	80	2	124800	0.025	66	2	0.030303	0.422554	0.908817	680.909
-DLE	115	27	124400	0.234783	119	40	0.336134	0.043208	0.306641	16479.8
-GI	185	31	124200	0.167568	185	40	0.216216	0.117383	0.48679	7248.65
VA-	129	15	124200	0.116279	114	17	0.149123	0.224947	0.660001	4525.87
HAR-	92	14	124000	0.152174	82	10	0.121951	0.718067	1	-4412.51
-EO	155	2	123600	0.0129032	135	3	0.0222222	0.271552	0.733104	1166.74
STI-	141	56	123400	0.397163	113	42	0.371681	0.660779	1	-5203.36
RAN-	93	13	123200	0.139785	90	11	0.122222	0.63753	1	-2518.49
-RTS	137	52	122600	0.379562	123	46	0.373984	0.536916	1	-1103.39
ATT-	74	0	122400	0	34	5	0.147059	0.000365127	0.0145927	18000
-FS	166	17	121600	0.10241	173	26	0.150289	0.0927225	0.430497	6502.02
BAR-	96	21	120200	0.21875	77	10	0.12987	0.9351	1	-13545.3
-ERO	93	14	119800	0.150538	78	16	0.205128	0.174937	0.572953	7784.62
-IDE	91	21	119200	0.230769	91	20	0.21978	0.570416	1	-1632.97
-TAN	93	10	118200	0.107527	88	1	0.0113636	0.9966	1	-12712.8
REG-	78	7	117800	0.0897436	60	2	0.0333333	0.908318	1	-7288.21
LAT-	123	50	117800	0.406504	133	30	0.225564	0.999097	1	-35066.2
-DI	179	33	117400	0.184358	158	15	0.0949367	0.990458	1	-12858.7
ID-	120	0	117200	0	84	1	0.0119048	0.115426	0.48679	1395.24
-AHS	81	0	117000	0	89	3	0.0337079	0.0477424	0.315175	3943.82
-GOS	104	23	117000	0.221154	80	8	0.1	0.985245	1	-18076.2
COM-	72	1	116600	0.0138889	61	8	0.131148	0.00365168	0.0734683	13836.5
DEA-	116	44	116400	0.37931	86	21	0.244186	0.978958	1	-24916.9
-AH	128	0	116200	0	127	5	0.0393701	0.0116893	0.155149	4574.8
-EI	120	0	115200	0	103	1	0.00970874	0.13967	0.51544	1118.45
TAN-	90	19	115000	0.211111	56	10	0.178571	0.6841	1	-4685.71
FA-	173	67	114800	0.387283	131	47	0.358779	0.694404	1	-5147.93
MER-	74	2	114000	0.027027	55	5	0.0909091	0.0566023	0.337222	7461.43
EC-	103	1	114000	0.00970874	83	1	0.0120482	0.438891	0.916256	269.973
IR-	126	13	114000	0.103175	122	21	0.172131	0.0572356	0.337222	8619.57
NEA-	97	25	114000	0.257732	71	10	0.140845	0.96732	1	-18070.7
-ATS	120	41	113400	0.341667	117	31	0.264957	0.900394	1	-13224.7
TAL-	96	23	113000	0.239583	47	5	0.106383	0.97032	1	-20086.6
-ORE	86	10	112800	0.116279	64	10	0.15625	0.23815	0.679417	5148.26
REL-	87	13	112000	0.149425	64	19	0.296875	0.0142275	0.174155	19433.9
OL-	117	11	111800	0.0940171	74	4	0.0540541	0.84139	1	-4891.48
OS-	80	0	111800	0	86	0	0		1	0
THE-	80	1	111400	0.0125	68	9	0.132353	0.00189616	0.0471251	13519.4
-RI	123	7	111400	0.0569106	100	6	0.06	0.460995	0.942144	361.463
-TIC	73	1	111200	0.0136986	70	0	0	0.837117	1	-1542.47
PU-	130	24	111200	0.184615	112	24	0.214286	0.281919	0.751487	4047.03
VE-	87	3	107800	0.0344828	99	7	0.0707071	0.13722	0.513059	4049.88
WI-	157	44	107400	0.280255	141	33	0.234043	0.818556	1	-6728.5
ANT-	79	10	107400	0.126582	60	5	0.0833333	0.792173	1	-5250.42
-ISM	65	1	107200	0.0153846	67	1	0.0149254	0.508614	0.987264	-49.8737
BI-	112	18	107000	0.160714	94	23	0.244681	0.066366	0.368942	10613.4
-OID	67	0	106600	0	61	0	0		1	0
LIS-	83	11	106400	0.13253	84	9	0.107143	0.693297	1	-3092.17
OC-	113	2	106200	0.0176991	123	10	0.0813008	0.0131489	0.165834	6856.26
-AY	131	10	105800	0.0763359	113	17	0.150442	0.032885	0.254934	8477.8
-RAN	70	0	105200	0	60	2	0.0333333	0.0618518	0.348432	3506.67
-YS	92	4	105000	0.0434783	99	18	0.181818	0.00138392	0.0418243	15134.4
SEC-	73	3	104800	0.0410959	58	5	0.0862069	0.142081	0.51544	4935.14
TRA-	75	7	104800	0.0933333	67	11	0.164179	0.102629	0.454037	8203.94
