affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
CE-	249	34	2.604e+05	0.13655	240	36	0.15	0.33554	0.82584	3931.2
SU-	293	36	2.596e+05	0.12287	244	26	0.10656	0.72202	1	-4791.7
AD-	234	11	2.578e+05	0.047009	171	6	0.035088	0.7227	1	-3244.8
-SIE	214	34	2.564e+05	0.15888	180	8	0.044444	0.99988	1	-34834
NI-	294	54	2.532e+05	0.18367	234	38	0.16239	0.73904	1	-6473.5
-RT	414	115	2.522e+05	0.27778	364	120	0.32967	0.057866	0.33722	18235
RAT-	187	34	2.506e+05	0.18182	161	34	0.21118	0.24548	0.6842	8955.4
-TON	194	15	2.506e+05	0.07732	195	19	0.097436	0.24121	0.67942	5463.6
SEN-	178	16	2.5e+05	0.089888	126	19	0.15079	0.050605	0.32371	16932
STA-	264	101	2.494e+05	0.38258	222	71	0.31982	0.92524	1	-25303
GA-	294	78	2.49e+05	0.26531	268	62	0.23134	0.82376	1	-10929
-DE	461	161	2.484e+05	0.34924	440	181	0.41136	0.027381	0.23785	23507
-TOS	214	39	2.482e+05	0.18224	200	39	0.195	0.37006	0.85106	3862.8
DES-	157	12	2.474e+05	0.076433	113	3	0.026549	0.96124	1	-13319
TER-	159	5	2.472e+05	0.031447	134	8	0.059701	0.12098	0.48679	7193.7
BL-	298	78	2.472e+05	0.26174	163	58	0.35583	0.017102	0.19015	31085
ET-	265	17	2.462e+05	0.064151	257	20	0.077821	0.27145	0.7331	3608.9
-IAS	177	11	2.452e+05	0.062147	161	11	0.068323	0.40909	0.90135	1609.5
-EAL	211	40	2.45e+05	0.18957	162	19	0.11728	0.97105	1	-21846
CR-	333	105	2.448e+05	0.31532	242	74	0.30579	0.59625	1	-3415.6
INS-	149	0	2.446e+05	0	111	1	0.009009	0.12286	0.492	2203.6
TAR-	209	58	2.442e+05	0.27751	184	29	0.15761	0.99786	1	-40695
-GS	853	569	2.416e+05	0.66706	736	440	0.59783	0.99787	1	-51439
-EEN	172	6	2.396e+05	0.034884	155	5	0.032258	0.55231	1	-655.36
-THS	175	11	2.388e+05	0.062857	156	26	0.16667	0.0013859	0.041824	26388
LU-	257	35	2.366e+05	0.13619	231	32	0.13853	0.47009	0.94804	634.04
-SET	207	51	2.356e+05	0.24638	188	32	0.17021	0.96825	1	-23474
RU-	233	15	2.318e+05	0.064378	190	14	0.073684	0.35318	0.83974	2295
-OT	310	57	2.306e+05	0.18387	263	45	0.1711	0.65474	1	-3564.9
ER-	211	7	2.298e+05	0.033175	169	9	0.053254	0.16639	0.55574	4738.7
-C	460	44	2.284e+05	0.095652	390	59	0.15128	0.0066327	0.10989	14063
STO-	202	52	2.264e+05	0.25743	178	64	0.35955	0.015497	0.18188	31087
EM-	178	11	2.26e+05	0.061798	127	2	0.015748	0.97515	1	-11024
CON-	139	12	2.258e+05	0.086331	116	10	0.086207	0.5014	0.98075	-30.191
CU-	253	52	2.256e+05	0.20553	220	54	0.24545	0.14951	0.52641	11114
EST-	152	7	2.25e+05	0.046053	119	6	0.05042	0.4337	0.91182	1034.2
TIN-	158	9	2.25e+05	0.056962	130	8	0.061538	0.43487	0.91182	1094.7
PAR-	171	30	2.226e+05	0.17544	112	21	0.1875	0.39815	0.88459	3268.6
K-	432	41	2.222e+05	0.094907	328	49	0.14939	0.010655	0.1476	13261
-TEL	174	16	2.216e+05	0.091954	164	27	0.16463	0.022528	0.21389	17734
PL-	259	65	2.214e+05	0.25097	173	52	0.30058	0.12777	0.49782	14566
GE-	273	64	2.206e+05	0.23443	191	23	0.12042	0.99902	1	-32289
-ERY	142	4	2.2e+05	0.028169	120	7	0.058333	0.11257	0.48533	6841.3
AB-	219	25	2.188e+05	0.11416	170	6	0.035294	0.99781	1	-19116
MU-	228	34	2.188e+05	0.14912	215	38	0.17674	0.21548	0.64797	6949.5
-TLE	206	56	2.188e+05	0.27184	190	69	0.36316	0.025397	0.23582	27211
ENT-	143	10	2.182e+05	0.06993	124	29	0.23387	7.7513e-05	0.0043666	38329
BR-	273	82	2.144e+05	0.30037	153	71	0.46405	0.00036449	0.014593	50383
FI-	252	39	2.126e+05	0.15476	199	53	0.26633	0.0017525	0.047125	27535
-NIE	230	85	2.086e+05	0.36957	189	36	0.19048	0.99997	1	-59529
-GER	356	209	2.086e+05	0.58708	290	181	0.62414	0.16908	0.55808	18619
-SO	264	9	2.082e+05	0.034091	215	11	0.051163	0.17643	0.5756	3677.3
DA-	321	110	2.082e+05	0.34268	284	87	0.30634	0.82944	1	-11600
-RN	263	70	2.078e+05	0.26616	247	77	0.31174	0.12803	0.49782	12353
TOR-	156	18	2.076e+05	0.11538	114	14	0.12281	0.42608	0.90981	1730.9
-GO	285	45	2.056e+05	0.15789	228	18	0.078947	0.99661	1	-19074
PR-	211	40	2.046e+05	0.18957	121	24	0.19835	0.42268	0.90882	2211
PRO-	124	3	2.038e+05	0.024194	88	2	0.022727	0.52763	1	-305.57
-AD	233	7	2.034e+05	0.030043	184	14	0.076087	0.016386	0.18639	9669.2
-NAS	142	4	2.032e+05	0.028169	128	13	0.10156	0.0065847	0.10989	15325
NIT-	163	40	2.03e+05	0.2454	135	28	0.20741	0.78169	1	-9900.5
-EAR	153	10	2.03e+05	0.065359	114	12	0.10526	0.12041	0.48679	8659.1
-RON	148	5	2.026e+05	0.033784	122	5	0.040984	0.37761	0.86018	1509.1
-OES	150	19	1.998e+05	0.12667	124	22	0.17742	0.12055	0.48679	11531
SEI-	136	2	1.992e+05	0.014706	119	1	0.0084034	0.67927	1	-1273.1
CL-	228	50	1.986e+05	0.2193	153	47	0.30719	0.026771	0.23651	21797
-AIL	209	74	1.966e+05	0.35407	195	60	0.30769	0.83874	1	-13922
IM-	142	0	1.954e+05	0	124	8	0.064516	0.0010584	0.035775	12606
-GA	278	44	1.938e+05	0.15827	245	17	0.069388	0.99921	1	-20977
-ICS	141	6	1.934e+05	0.042553	108	4	0.037037	0.58695	1	-1115.4
-F	524	64	1.93e+05	0.12214	526	67	0.12738	0.39864	0.88459	1151.5
-OSE	141	18	1.918e+05	0.12766	112	6	0.053571	0.97712	1	-16077
-URE	129	3	1.9e+05	0.023256	124	9	0.072581	0.032508	0.25434	9598.6
-EA	230	5	1.886e+05	0.021739	210	9	0.042857	0.10372	0.45649	4113.8
AIR-	121	11	1.856e+05	0.090909	105	5	0.047619	0.89715	1	-8753.2
-SY	215	10	1.85e+05	0.046512	173	11	0.063584	0.23003	0.66878	3315.4
LIN-	143	22	1.846e+05	0.15385	120	12	0.1	0.90258	1	-11749
TES-	132	9	1.842e+05	0.068182	109	9	0.082569	0.3362	0.82584	2883.2
REN-	170	49	1.838e+05	0.28824	113	31	0.27434	0.60037	1	-3641.5
-RAL	118	2	1.836e+05	0.016949	94	2	0.021277	0.40902	0.90135	810.1
CRE-	129	10	1.814e+05	0.077519	110	7	0.063636	0.66136	1	-2718.3
-ILE	182	62	1.812e+05	0.34066	166	39	0.23494	0.98501	1	-28460
-KS	458	248	1.806e+05	0.54148	398	224	0.56281	0.26572	0.72899	8288.6
SAR-	128	11	1.802e+05	0.085938	99	5	0.050505	0.8495	1	-7044
-RAS	134	11	1.794e+05	0.08209	128	9	0.070312	0.64015	1	-2294.2
-TIS	135	12	1.774e+05	0.088889	122	17	0.13934	0.10087	0.44924	9798.4
PER-	110	6	1.772e+05	0.054545	77	2	0.025974	0.829	1	-5360
COR-	131	24	1.758e+05	0.18321	103	9	0.087379	0.98172	1	-20411
V-	394	129	1.752e+05	0.32741	286	99	0.34615	0.30465	0.77773	4906.8
AI-	246	79	1.738e+05	0.32114	221	34	0.15385	0.99999	1	-43496
AG-	178	12	1.73e+05	0.067416	193	12	0.062176	0.5812	1	-969.32
-TIN	144	21	1.726e+05	0.14583	145	26	0.17931	0.22033	0.65787	6762.4
CI-	171	26	1.708e+05	0.15205	168	35	0.20833	0.088689	0.4227	10818
ARE-	109	4	1.706e+05	0.036697	94	6	0.06383	0.18654	0.59482	4780.8
-IL	182	32	1.704e+05	0.17582	179	33	0.18436	0.41645	0.90882	1693
-SH	209	14	1.704e+05	0.066986	187	29	0.15508	0.0024541	0.057323	15998
SM-	186	22	1.69e+05	0.11828	82	19	0.23171	0.008725	0.13025	21665
-ILY	107	4	1.686e+05	0.037383	84	4	0.047619	0.36298	0.84428	1803.6
-IDS	124	12	1.672e+05	0.096774	116	18	0.15517	0.08581	0.41198	10792
MAR-	121	17	1.668e+05	0.1405	102	30	0.29412	0.0025381	0.057323	29649
DU-	169	25	1.644e+05	0.14793	144	20	0.13889	0.58986	1	-1688.7
-ERA	130	17	1.642e+05	0.13077	103	11	0.1068	0.71189	1	-4593.2
-EIN	116	0	1.64e+05	0	111	9	0.081081	0.00087555	0.030827	13297
HI-	204	44	1.64e+05	0.21569	207	53	0.25604	0.16771	0.55794	8175.4
-ND	257	70	1.628e+05	0.27237	204	49	0.2402	0.78352	1	-7130.5
IO-	142	0	1.624e+05	0	135	0	0		1	0
-ANT	131	24	1.622e+05	0.18321	114	22	0.19298	0.42252	0.90882	1918.1
-TOR	135	24	1.602e+05	0.17778	96	17	0.17708	0.50543	0.98635	-136.25
AP-	157	12	1.59e+05	0.076433	122	6	0.04918	0.82099	1	-4682
-NO	162	13	1.582e+05	0.080247	135	21	0.15556	0.021194	0.21069	12697
-DES	175	63	1.576e+05	0.36	163	64	0.39264	0.26793	0.73269	8022.4
ANI-	92	2	1.556e+05	0.021739	94	6	0.06383	0.078587	0.39881	6667.2
AST-	104	6	1.548e+05	0.057692	96	6	0.0625	0.44313	0.91626	788.46
-DED	173	65	1.548e+05	0.37572	164	52	0.31707	0.87084	1	-14533
-ERN	102	9	1.546e+05	0.088235	83	25	0.3012	9.9707e-05	0.0046807	36205
-NY	198	18	1.542e+05	0.090909	174	8	0.045977	0.95505	1	-7656.4
WA-	187	42	1.538e+05	0.2246	126	33	0.2619	0.22414	0.66	7200
-STS	156	56	1.532e+05	0.35897	167	73	0.43713	0.075921	0.39601	18538
-EM	175	3	1.526e+05	0.017143	156	3	0.019231	0.44349	0.91626	323.63
-OTS	136	32	1.52e+05	0.23529	101	20	0.19802	0.75355	1	-7350.5
AM-	166	25	1.518e+05	0.1506	114	30	0.26316	0.0099281	0.13982	20057
FO-	172	58	1.506e+05	0.33721	160	51	0.31875	0.63979	1	-3987.2
DEN-	106	9	1.502e+05	0.084906	94	15	0.15957	0.052418	0.3281	12216
SW-	204	52	1.494e+05	0.2549	115	41	0.35652	0.027585	0.23785	20548
-DEN	138	32	1.488e+05	0.23188	117	23	0.19658	0.75269	1	-6848.8
-RER	174	74	1.484e+05	0.42529	143	78	0.54545	0.016542	0.18639	30811
MAN-	103	11	1.484e+05	0.1068	83	10	0.12048	0.38469	0.86916	2258.2
DER-	116	16	1.48e+05	0.13793	76	14	0.18421	0.19388	0.60903	7923
-IO	191	21	1.47e+05	0.10995	142	24	0.16901	0.059466	0.34183	9675.1
PAS-	111	17	1.468e+05	0.15315	91	18	0.1978	0.20208	0.6301	7742.1
STR-	133	37	1.464e+05	0.2782	90	35	0.38889	0.041417	0.29913	22825
-EAS	107	4	1.462e+05	0.037383	99	7	0.070707	0.14392	0.51544	5111.9
-DY	214	36	1.46e+05	0.16822	203	28	0.13793	0.8045	1	-5313.4
-EAT	130	28	1.456e+05	0.21538	117	18	0.15385	0.8926	1	-11471
-ITS	156	60	1.44e+05	0.38462	140	43	0.30714	0.91881	1	-17695
-TAR	117	18	1.438e+05	0.15385	92	8	0.086957	0.92709	1	-11304
CHO-	94	7	1.438e+05	0.074468	74	13	0.17568	0.022165	0.21389	15626
UR-	143	2	1.436e+05	0.013986	119	11	0.092437	0.0017984	0.047125	11391
-AI	175	2	1.432e+05	0.011429	204	10	0.04902	0.018598	0.19635	5465.7
MOR-	93	5	1.424e+05	0.053763	66	4	0.060606	0.42702	0.90981	1025
FL-	154	24	1.416e+05	0.15584	92	27	0.29348	0.004989	0.090509	23976
OA-	177	35	1.412e+05	0.19774	158	11	0.06962	0.99966	1	-22677
-GAS	121	22	1.406e+05	0.18182	98	7	0.071429	0.99172	1	-19009
-RD	194	28	1.394e+05	0.14433	185	35	0.18919	0.12048	0.48679	7258.2
FOR-	102	18	1.392e+05	0.17647	78	9	0.11538	0.87231	1	-10165
TEA-	136	51	1.39e+05	0.375	123	43	0.34959	0.66445	1	-5569.1
VI-	143	15	1.386e+05	0.1049	131	10	0.076336	0.79391	1	-4352.4
NES-	99	7	1.38e+05	0.070707	87	6	0.068966	0.51854	0.99941	-258.79
-DO	153	7	1.38e+05	0.045752	146	5	0.034247	0.6938	1	-1659
EO-	128	1	1.362e+05	0.0078125	119	6	0.05042	0.021883	0.21389	5837.3
-ONE	102	10	1.36e+05	0.098039	86	17	0.19767	0.026151	0.23651	14985
-EYS	91	1	1.36e+05	0.010989	72	6	0.083333	0.011836	0.15515	9940.1
-SON	93	0	1.358e+05	0	88	0	0		1	0
AU-	123	1	1.356e+05	0.0081301	120	1	0.0083333	0.49301	0.9716	27.724
-ANE	97	5	1.356e+05	0.051546	81	5	0.061728	0.38446	0.86916	1456
ISO-	75	0	1.35e+05	0	65	0	0		1	0
-LIN	104	12	1.348e+05	0.11538	89	11	0.1236	0.43034	0.9103	1248.1
-ARD	90	1	1.346e+05	0.011111	85	4	0.047059	0.076843	0.39685	4888.9
-DIE	171	76	1.342e+05	0.44444	151	28	0.18543	1	1	-62422
-OL	156	13	1.328e+05	0.083333	146	9	0.061644	0.7657	1	-3105.9
-GED	241	148	1.326e+05	0.61411	209	111	0.5311	0.9622	1	-28372
-PER	171	78	1.314e+05	0.45614	175	107	0.61143	0.0018939	0.047125	37797
CHA-	118	31	1.31e+05	0.26271	97	26	0.26804	0.4649	0.94214	944.36
-LA	174	22	1.31e+05	0.12644	185	22	0.11892	0.58593	1	-1117.2
AE-	88	5	1.31e+05	0.056818	93	4	0.043011	0.66535	1	-1908.2
IS-	128	0	1.308e+05	0	104	2	0.019231	0.057543	0.33722	2515.4
GRA-	97	14	1.306e+05	0.14433	78	5	0.064103	0.95502	1	-12146
-PED	141	51	1.3e+05	0.3617	137	65	0.47445	0.028325	0.2414	22979
GL-	133	11	1.294e+05	0.082707	87	12	0.13793	0.095272	0.43575	7731.4
-ELY	88	1	1.29e+05	0.011364	87	2	0.022989	0.27681	0.74491	1515.9
-MED	152	62	1.284e+05	0.40789	157	76	0.48408	0.089042	0.4227	16486
-IRE	122	33	1.278e+05	0.27049	87	23	0.26437	0.53925	1	-1070.5
-SEN	89	0	1.274e+05	0	80	6	0.075	0.0042602	0.083717	9555
UNS-	78	1	1.274e+05	0.012821	67	0	0	0.82382	1	-1651.3
-CS	140	9	1.272e+05	0.064286	115	18	0.15652	0.0086104	0.13025	12507
CAN-	97	19	1.268e+05	0.19588	79	4	0.050633	0.99777	1	-22455
END-	80	0	1.264e+05	0	57	6	0.10526	0.0015006	0.043724	13305
TRO-	92	12	1.264e+05	0.13043	89	6	0.067416	0.92166	1	-9100
BES-	80	2	1.248e+05	0.025	66	2	0.030303	0.42255	0.90882	680.91
-DLE	115	27	1.244e+05	0.23478	119	40	0.33613	0.043208	0.30664	16480
-GI	185	31	1.242e+05	0.16757	185	40	0.21622	0.11738	0.48679	7248.6
VA-	129	15	1.242e+05	0.11628	114	17	0.14912	0.22495	0.66	4525.9
HAR-	92	14	1.24e+05	0.15217	82	10	0.12195	0.71807	1	-4412.5
-EO	155	2	1.236e+05	0.012903	135	3	0.022222	0.27155	0.7331	1166.7
STI-	141	56	1.234e+05	0.39716	113	42	0.37168	0.66078	1	-5203.4
RAN-	93	13	1.232e+05	0.13978	90	11	0.12222	0.63753	1	-2518.5
-RTS	137	52	1.226e+05	0.37956	123	46	0.37398	0.53692	1	-1103.4
ATT-	74	0	1.224e+05	0	34	5	0.14706	0.00036513	0.014593	18000
-FS	166	17	1.216e+05	0.10241	173	26	0.15029	0.092722	0.4305	6502
BAR-	96	21	1.202e+05	0.21875	77	10	0.12987	0.9351	1	-13545
-ERO	93	14	1.198e+05	0.15054	78	16	0.20513	0.17494	0.57295	7784.6
-IDE	91	21	1.192e+05	0.23077	91	20	0.21978	0.57042	1	-1633
-TAN	93	10	1.182e+05	0.10753	88	1	0.011364	0.9966	1	-12713
REG-	78	7	1.178e+05	0.089744	60	2	0.033333	0.90832	1	-7288.2
LAT-	123	50	1.178e+05	0.4065	133	30	0.22556	0.9991	1	-35066
-DI	179	33	1.174e+05	0.18436	158	15	0.094937	0.99046	1	-12859
ID-	120	0	1.172e+05	0	84	1	0.011905	0.11543	0.48679	1395.2
-AHS	81	0	1.17e+05	0	89	3	0.033708	0.047742	0.31517	3943.8
-GOS	104	23	1.17e+05	0.22115	80	8	0.1	0.98525	1	-18076
COM-	72	1	1.166e+05	0.013889	61	8	0.13115	0.0036517	0.073468	13837
DEA-	116	44	1.164e+05	0.37931	86	21	0.24419	0.97896	1	-24917
-AH	128	0	1.162e+05	0	127	5	0.03937	0.011689	0.15515	4574.8
-EI	120	0	1.152e+05	0	103	1	0.0097087	0.13967	0.51544	1118.4
TAN-	90	19	1.15e+05	0.21111	56	10	0.17857	0.6841	1	-4685.7
FA-	173	67	1.148e+05	0.38728	131	47	0.35878	0.6944	1	-5147.9
MER-	74	2	1.14e+05	0.027027	55	5	0.090909	0.056602	0.33722	7461.4
EC-	103	1	1.14e+05	0.0097087	83	1	0.012048	0.43889	0.91626	269.97
IR-	126	13	1.14e+05	0.10317	122	21	0.17213	0.057236	0.33722	8619.6
NEA-	97	25	1.14e+05	0.25773	71	10	0.14085	0.96732	1	-18071
-ATS	120	41	1.134e+05	0.34167	117	31	0.26496	0.90039	1	-13225
TAL-	96	23	1.13e+05	0.23958	47	5	0.10638	0.97032	1	-20087
-ORE	86	10	1.128e+05	0.11628	64	10	0.15625	0.23815	0.67942	5148.3
REL-	87	13	1.12e+05	0.14943	64	19	0.29688	0.014228	0.17416	19434
OL-	117	11	1.118e+05	0.094017	74	4	0.054054	0.84139	1	-4891.5
OS-	80	0	1.118e+05	0	86	0	0		1	0
THE-	80	1	1.114e+05	0.0125	68	9	0.13235	0.0018962	0.047125	13519
-RI	123	7	1.114e+05	0.056911	100	6	0.06	0.461	0.94214	361.46
-TIC	73	1	1.112e+05	0.013699	70	0	0	0.83712	1	-1542.5
PU-	130	24	1.112e+05	0.18462	112	24	0.21429	0.28192	0.75149	4047
VE-	87	3	1.078e+05	0.034483	99	7	0.070707	0.13722	0.51306	4049.9
WI-	157	44	1.074e+05	0.28025	141	33	0.23404	0.81856	1	-6728.5
ANT-	79	10	1.074e+05	0.12658	60	5	0.083333	0.79217	1	-5250.4
-ISM	65	1	1.072e+05	0.015385	67	1	0.014925	0.50861	0.98726	-49.874
BI-	112	18	1.07e+05	0.16071	94	23	0.24468	0.066366	0.36894	10613
-OID	67	0	1.066e+05	0	61	0	0		1	0
LIS-	83	11	1.064e+05	0.13253	84	9	0.10714	0.6933	1	-3092.2
OC-	113	2	1.062e+05	0.017699	123	10	0.081301	0.013149	0.16583	6856.3
-AY	131	10	1.058e+05	0.076336	113	17	0.15044	0.032885	0.25493	8477.8
-RAN	70	0	1.052e+05	0	60	2	0.033333	0.061852	0.34843	3506.7
-YS	92	4	1.05e+05	0.043478	99	18	0.18182	0.0013839	0.041824	15134
SEC-	73	3	1.048e+05	0.041096	58	5	0.086207	0.14208	0.51544	4935.1
TRA-	75	7	1.048e+05	0.093333	67	11	0.16418	0.10263	0.45404	8203.9
-IGN	69	0	1.042e+05	0	52	7	0.13462	0.0008451	0.030827	14027
-B	304	50	1.042e+05	0.16447	243	52	0.21399	0.069775	0.37554	6150.1
-HI	131	13	1.034e+05	0.099237	114	13	0.11404	0.35378	0.83974	1684.1
-IOS	86	14	1.032e+05	0.16279	68	12	0.17647	0.41098	0.90135	1679.9
EAR-	68	11	1.03e+05	0.16176	54	1	0.018519	0.99584	1	-17247
SOL-	74	8	1.028e+05	0.10811	51	2	0.039216	0.91854	1	-7881.3
ACE-	63	0	1.022e+05	0	52	1	0.019231	0.13447	0.50953	1965.4
OPE-	57	0	1.018e+05	0	41	2	0.04878	0.046017	0.31108	4965.9
DET-	90	24	1.016e+05	0.26667	35	19	0.54286	0.0017579	0.047125	39109
-RIE	76	7	1.014e+05	0.092105	73	1	0.013699	0.9831	1	-8718.8
-SAL	84	14	1.004e+05	0.16667	76	4	0.052632	0.98869	1	-13684
THR-	63	0	99400	0	42	0	0		1	0
INT-	65	5	99200	0.076923	49	4	0.081633	0.46322	0.94214	503.92
-AIN	160	93	99000	0.58125	128	57	0.44531	0.98912	1	-31266
-LIE	105	38	99000	0.3619	83	16	0.19277	0.99454	1	-25877
SAN-	82	15	98600	0.18293	51	3	0.058824	0.97904	1	-14992
-ME	173	66	98600	0.3815	170	69	0.40588	0.32201	0.80503	3720.3
-NI	132	22	98400	0.16667	109	15	0.13761	0.73325	1	-3370
-EH	120	0	98400	0	96	1	0.010417	0.13122	0.50307	1025
SON-	66	5	98200	0.075758	33	3	0.090909	0.39714	0.88459	1612.1
TU-	113	7	97800	0.061947	113	10	0.088496	0.22464	0.66	2777
SUB-	55	0	97800	0	33	0	0		1	0
LEA-	123	63	97600	0.5122	102	47	0.46078	0.77875	1	-9942.9
-OD	122	7	97400	0.057377	98	5	0.05102	0.58174	1	-654.73
-DON	71	2	96600	0.028169	61	3	0.04918	0.2642	0.7272	2088.5
-OLE	75	10	96600	0.13333	62	6	0.096774	0.74639	1	-4072.7
SOU-	73	10	96200	0.13699	55	10	0.18182	0.24462	0.6842	5030.1
-AIS	67	0	95800	0	73	3	0.041096	0.046731	0.31181	3937
SPI-	69	10	95800	0.14493	64	15	0.23438	0.093543	0.43193	9821.3
SIT-	73	7	95600	0.09589	73	3	0.041096	0.905	1	-5797.3
KO-	100	2	95400	0.02	101	7	0.069307	0.045511	0.31108	4812.4
MEN-	64	3	95400	0.046875	45	1	0.022222	0.74984	1	-2465.3
-IAE	66	0	94800	0	58	0	0		1	0
-RNS	87	29	94800	0.33333	80	29	0.3625	0.34625	0.83118	4007.5
ENS-	67	3	94800	0.044776	44	2	0.045455	0.49328	0.9716	67.978
CEN-	64	7	94600	0.10938	65	3	0.046154	0.91029	1	-6827.9
REP-	80	24	94400	0.3	75	15	0.2	0.92418	1	-13680
ORA-	68	8	94400	0.11765	56	10	0.17857	0.16892	0.55808	6482.4
VER-	59	1	94000	0.016949	51	1	0.019608	0.45855	0.94048	253.64
LEN-	68	7	93800	0.10294	59	5	0.084746	0.63669	1	-1906.9
-ADS	68	3	93400	0.044118	56	9	0.16071	0.014427	0.17416	11380
CER-	66	5	93400	0.075758	49	5	0.10204	0.31042	0.78595	2649.4
-VE	139	41	93200	0.29496	117	47	0.40171	0.036621	0.27629	13621
OU-	89	11	93000	0.1236	82	7	0.085366	0.79212	1	-4021.8
-RDS	79	14	92600	0.17722	64	17	0.26562	0.10101	0.44924	9919.6
-OW	93	4	92200	0.043011	73	6	0.082192	0.14615	0.51968	3737.9
ROT-	90	29	92200	0.32222	108	40	0.37037	0.23948	0.67942	6548.1
TRE-	59	1	92000	0.016949	58	5	0.086207	0.044744	0.31108	6496.4
LIT-	96	32	92000	0.33333	81	24	0.2963	0.7012	1	-5066.7
REH-	64	3	91800	0.046875	37	5	0.13514	0.056774	0.33722	8508.3
RAI-	92	31	91400	0.33696	91	24	0.26374	0.85996	1	-10075
NOT-	67	10	91400	0.14925	55	5	0.090909	0.83559	1	-6196.2
-INO	64	1	90600	0.015625	47	2	0.042553	0.19367	0.60903	2477.4
TEL-	69	10	90200	0.14493	60	18	0.3	0.016543	0.18639	16593
-MER	137	73	90000	0.53285	117	58	0.49573	0.72242	1	-7208.7
-RIS	63	3	90000	0.047619	44	3	0.068182	0.32458	0.80907	1937
CHI-	61	2	89800	0.032787	58	3	0.051724	0.30339	0.77773	1753.6
WH-	106	16	89800	0.15094	51	20	0.39216	0.00037993	0.014593	25327
HER-	60	0	89600	0	52	3	0.057692	0.029651	0.24564	5169.2
FR-	106	18	89600	0.16981	59	9	0.15254	0.61309	1	-1878.9
-OUS	56	0	89600	0	51	2	0.039216	0.067332	0.37186	3513.7
SAT-	68	9	89400	0.13235	36	6	0.16667	0.3178	0.79686	3527.5
-FUL	53	0	89400	0	37	0	0		1	0
-SS	101	23	89200	0.22772	96	21	0.21875	0.56007	1	-1031.9
GO-	135	39	88800	0.28889	93	19	0.2043	0.92525	1	-10201
ROA-	76	21	88600	0.27632	70	11	0.15714	0.95898	1	-14348
-HA	110	5	88200	0.045455	93	2	0.021505	0.82427	1	-2208.1
-GLE	128	65	88200	0.50781	129	58	0.44961	0.82481	1	-10499
MAT-	73	14	88200	0.19178	85	18	0.21176	0.37767	0.86018	2194.2
TS-	84	1	88000	0.011905	48	1	0.020833	0.34312	0.83076	798.21
-NG	291	202	88000	0.69416	222	134	0.6036	0.98373	1	-33976
-NDS	80	20	88000	0.25	57	15	0.26316	0.43091	0.9103	1531.6
-W	249	63	87400	0.25301	239	79	0.33054	0.029716	0.24564	8792.1
TY-	88	3	87200	0.034091	86	10	0.11628	0.019626	0.19981	7364.1
SIL-	64	9	87000	0.14062	48	3	0.0625	0.90706	1	-7875
NAR-	56	4	86800	0.071429	43	1	0.023256	0.86102	1	-4586
-HEN	65	5	86400	0.076923	51	2	0.039216	0.80137	1	-3521.9
SHA-	90	32	86400	0.35556	85	29	0.34118	0.57907	1	-1909.5
SNA-	67	10	86200	0.14925	48	10	0.20833	0.20489	0.6342	5919.8
SHO-	74	14	85600	0.18919	56	19	0.33929	0.025756	0.23651	16090
-OON	60	4	85200	0.066667	53	4	0.075472	0.42775	0.90981	799.5
DEC-	62	8	85200	0.12903	33	0	0	0.98447	1	-12748
SCA-	70	15	85000	0.21429	58	14	0.24138	0.35774	0.84036	2882.8
POS-	74	19	85000	0.25676	63	14	0.22222	0.68122	1	-3964.6
SAI-	82	28	84800	0.34146	70	22	0.31429	0.63888	1	-3489.6
-EW	102	3	84600	0.029412	81	3	0.037037	0.38678	0.87155	663.4
PEN-	50	2	84400	0.04	48	1	0.020833	0.70905	1	-1679
REM-	75	23	84400	0.30667	40	6	0.15	0.96731	1	-18643
-AC	95	0	84200	0	87	8	0.091954	0.0012523	0.040699	7742.5
-IR	99	17	84200	0.17172	99	21	0.21212	0.2352	0.67599	3975.8
-TAE	58	0	84000	0	46	5	0.1087	0.0050342	0.090509	9130.4
MET-	65	7	84000	0.10769	58	8	0.13793	0.30447	0.77773	2848.5
-ESS	58	7	83800	0.12069	55	3	0.054545	0.89203	1	-6429.2
TAS-	88	33	83800	0.375	89	45	0.50562	0.040051	0.29193	17503
CIT-	52	4	83600	0.076923	38	3	0.078947	0.48587	0.96255	183
-IVE	53	0	83400	0	45	2	0.044444	0.060488	0.34521	3706.7
TIT-	75	18	83400	0.24	61	14	0.22951	0.55704	1	-1143.6
-ORT	78	20	83200	0.25641	58	8	0.13793	0.95448	1	-13222
-ARY	56	2	82400	0.035714	56	4	0.071429	0.20065	0.62797	3042.9
STY-	55	0	82200	0	48	3	0.0625	0.029941	0.24564	5137.5
TET-	54	0	81600	0	36	2	0.055556	0.039919	0.29193	4533.3
-EOS	60	2	81600	0.033333	48	2	0.041667	0.40988	0.90135	703.33
COS-	78	25	81400	0.32051	75	21	0.28	0.70758	1	-4845.3
CAS-	64	13	81400	0.20312	66	12	0.18182	0.62102	1	-2181.8
UNT-	47	2	81400	0.042553	39	4	0.10256	0.1384	0.5152	5052.9
-TIL	59	1	81200	0.016949	58	4	0.068966	0.082136	0.40588	4296.6
HOS-	75	23	80800	0.30667	52	7	0.13462	0.9876	1	-20061
PAN-	58	9	80600	0.15517	36	4	0.11111	0.72626	1	-4124.1
