word	len	pts	n	nCur	fieldRate	myRate	myRateCur	strongRate	topQRate	reachClass	share_freeCur	share_dropTerminalCur	share_cellmateCur	hookStem	cellmateOf	observedHost	family	qCur	gainPerGameCur	gainPerGameAll	dead	everAccepted
SERAI	5	800	927	289	0.013484	0.0032362	0.0034602	0.037037	0.050691	free	0.7474	0	0.017301	RAI		RAI	RAI	0.55354	44.39	43.448	False	True
TERAI	5	800	888	264	0.0078829	0.0022523	0.0037879	0.035294	0.033175	free	0.68939	0	0.011364	RAI		RAI	RAI	0.51143	37.422	36.942	False	True
EARST	5	800	827	222	0.013301	0.0024184	0.0045045	0.044304	0.066667	free	0.73874	0	0.17568	EARS	STARE,STEAR,RATES,TEARS,TARES	EARS	EARS	0.5477	33.673	35.325	False	True
SIREN	5	800	652	216	0.095092	0.046012	0.046296	0.13953	0.19048	free	0.81019	0	0.050926	REN	RINES	SIRE	REN	0.59919	33.347	30	False	True
TINEA	5	800	627	196	0.023923	0.0047847	0.005102	0.067227	0.061224	free	0.82143	0	0	TINE		TINE	TINE	0.60721	32.953	32.547	False	True
TERAIS	6	1400	424	117	0.012972	0.0023585	0.008547	0.047619	0.042105	free	0.77778	0	0.025641	RAI		RAIS	RAI	0.57702	32.501	35.651	False	True
IRATE	5	800	846	239	0.06974	0.040189	0.096234	0.12048	0.14	free	0.77824	0	0	RATE		RATE	RATE	0.57587	32.009	39.4	False	True
TERAS	5	800	1217	322	0.028348	0.018899	0.031056	0.036735	0.081395	free	0.50311	0	0.37578	RAS	STARE,STEAR,RATES,TEARS,TARES	RAS	RAS	0.37728	31.13	41.033	False	True
SITAR	5	800	719	211	0.031293	0.038943	0.028436	0.036496	0.030769	free	0.74882	0	0.099526	SIT	RAITS	SIT	SIT	0.5548	31.012	33.649	False	True
RETIA	5	800	815	237	0.033742	0.034356	0.021097	0.028369	0.04186	free	0.65823	0	0.025316	RET		RET	RET	0.48885	30.955	32.898	False	True
RESTO	5	800	866	266	0.073326	0.080831	0.078947	0.066225	0.10732	free	0.66541	0	0.14662	RES	TORES,ROTES,TORSE	REST	RES	0.49441	30.859	29.577	False	True
SERIN	5	800	864	265	0.089699	0.070602	0.10189	0.15341	0.18182	free	0.68679	0	0.045283	RIN	RINES	RIN	RIN	0.50964	30.172	34.401	False	True
TREST	5	800	755	202	0.031126	0.018543	0.014851	0.019737	0.050562	free	0.73762	0	0.009901	RES		REST	RES	0.54642	29.983	34.529	False	True
ERASE	5	800	868	243	0.077765	0.014977	0.0082305	0.23669	0.27805	free	0.60082	0	0.17284	RAS	EASER	RASE	RAS	0.44761	29.814	33.861	False	True
TINEAS	6	1400	308	94	0.024351	0.0097403	0.010638	0.084746	0.04	free	0.87234	0	0	TINE		TINE	TINE	0.64548	29.161	30.604	False	True
ESTRIN	6	1400	342	101	0.017544	0	0	0.061538	0.028169	free	0.79208	0	0.049505	RIN		TRIN	RIN	0.58729	28.985	28.893	False	True
SATIRE	6	1400	378	101	0.080688	0.07672	0.069307	0.1039	0.075472	free	0.88119	0	0.009901	TIRE		TIRE	TIRE	0.65185	28.751	31.999	False	True
SERAIS	6	1400	284	92	0.014085	0.0035211	0	0.039216	0.04918	free	0.8587	0	0	RAI	RAISES	RAIS	RAI	0.63562	28.575	25.817	False	True
TINAS	5	800	574	186	0.058362	0.045296	0.048387	0.10309	0.10323	free	0.77957	0.010753	0.091398	TIN	TAINS	TIN	TIN	0.58069	27.646	27.081	False	True
TARSI	5	800	564	173	0.0097518	0.010638	0.0057803	0.0095238	0.006993	free	0.78035	0	0.046243	TAR	RAITS	TARS	TAR	0.57753	27.619	26.122	False	True
SERAIL	6	1400	263	90	0.011407	0	0	0.021277	0.065574	free	0.84444	0	0.011111	RAI	SAILER,RAILES	RAIL	RAI	0.62528	27.499	24.578	False	True
RATEL	5	800	575	160	0.042609	0.012174	0.00625	0.11504	0.14074	free	0.8	0	0.0875	RATE	LATER	RATE	RATE	0.59191	26.165	29.713	False	True
SERINE	6	1400	303	88	0.042904	0.009901	0.011364	0.12162	0.12941	free	0.78409	0	0.034091	RINE		RINE	RINE	0.58156	24.52	25.995	False	True
NESTOR	6	1400	301	91	0.036545	0.046512	0.043956	0.022222	0.013889	free	0.8022	0	0.043956	TOR	TONERS,STONER	TOR	TOR	0.59462	24.487	22.71	False	True
SETON	5	800	592	181	0.013514	0.0033784	0.0055249	0.018018	0.038961	free	0.65746	0	0.17127	TON	TONES,STONE	TON	TON	0.48871	24.421	27.352	False	True
ASTARE	6	1400	297	75	0.0050505	0	0	0	0.014286	free	0.86667	0	0	STARE		STARE	STARE	0.64138	23.506	27.346	False	True
TSORES	6	1400	246	79	0.004065	0.004065	0.012658	0	0.017241	free	0.83544	0	0.050633	RES	TORSES	SORES	RES	0.61864	23.393	21.8	False	True
ARENA	5	800	487	155	0	0	0	0	0	free	0.72258	0	0	REN		ARE	REN	0.53548	23.176	23.421	False	False
ARTIES	6	1400	412	114	0.076456	0.1165	0.17544	0.05	0.055556	free	0.78947	0.026316	0	TIE		TIES	TIE	0.59062	23.128	24.214	False	True
DREST	5	800	582	168	0.007732	0.0051546	0.017857	0.017241	0.013793	free	0.67857	0	0	RES		REST	RES	0.50354	22.784	23.12	False	True
REEST	5	800	572	168	0.068182	0.031469	0.035714	0.13462	0.19672	free	0.70238	0	0.17262	REE		REES	REE	0.52131	22.78	21.872	False	True
ELITES	6	1400	231	71	0.012987	0.012987	0	0.02	0.018519	free	0.88732	0	0	LITES		LITES	LITES	0.65632	22.771	21.24	False	True
SETAE	5	800	800	215	0.008125	0.00875	0.0093023	0.0069444	0.016854	free	0.51628	0	0.093023		TEASE	SET	SET	0.38604	22.617	25.958	False	True
SENATE	6	1400	304	91	0.049342	0.046053	0.054945	0.046875	0.063492	free	0.75824	0	0.043956			SEN	SEN	0.56284	22.585	22.161	False	True
TISANE	6	1400	242	79	0.0020661	0	0	0	0	free	0.78481	0	0	SAN		SANE	SAN	0.58219	22.475	21.394	False	True
RANIS	5	800	549	185	0.080146	0.089253	0.091892	0.060606	0.08209	free	0.70811	0	0.081081	RAN	RAINS	RAN	RAN	0.52521	22.384	21.339	False	True
ETATS	5	800	498	131	0.019076	0.002008	0	0.061728	0.07619	free	0.80916	0	0.12214	TAT	TATES,STATE	TAT	TAT	0.59865	21.898	25.606	False	True
SAREE	5	800	426	121	0.012911	0.0046948	0.0082645	0.04878	0.027273	free	0.87603	0	0.049587	REE	EASER	SAR	REE	0.64697	21.58	22.611	False	True
RETSINA	7	1800	166	57	0.027108	0.036145	0	0.023256	0.019608	free	0.84211	0	0.017544	RET	RETAINS	RET	RET	0.59696	21.378	18.998	False	True
TRETS	5	800	637	168	0.047881	0.036107	0.053571	0.05303	0.034722	free	0.67857	0	0.011905	RET		RET	RET	0.50358	21.11	26.032	False	True
RETEST	6	1400	233	68	0.064378	0.060086	0.029412	0.16279	0.15094	free	0.89706	0	0.044118	RET	SETTER	RETE	RET	0.66321	21.06	20.32	False	True
ERING	5	800	390	127	0.015385	0.010256	0.023622	0.028571	0.0096154	free	0.81102	0.047244	0	RING		RING	RING	0.61546	20.988	20.153	False	True
AREAS	5	800	538	136	0.018605	0.0092937	0.014706	0.029412	0.055118	free	0.75	0	0			ARE	ARE	0.55537	20.532	24.571	False	True
RENEST	6	1400	284	75	0.056338	0.059859	0.053333	0.13043	0.0625	free	0.82667	0	0.04	REN		REN	REN	0.61233	20.487	23.78	False	True
ORANT	5	800	377	125	0.014589	0	0	0.041096	0.049505	free	0.792	0	0.016	RANT		RANT	RANT	0.5859	20.45	20.679	False	True
SENOR	5	800	621	195	0.02818	0.016103	0.020513	0.05042	0.071429	free	0.52821	0	0.22051			SEN	SEN	0.39505	20.394	21.42	False	True
INSTAR	6	1400	261	77	0.0057471	0.0038314	0	0.04	0.030769	free	0.72727	0	0.025974	STAR		STAR	STAR	0.5405	20.337	20.494	False	True
ARENES	6	1400	259	65	0.007722	0	0	0.054054	0.017857	free	0.84615	0	0	REN		REN	REN	0.62655	19.901	24.01	False	True
EATEN	5	800	510	154	0.091176	0.13725	0.15584	0.045977	0.078261	free	0.83117	0	0	EAT		EAT	EAT	0.61427	19.713	21.55	False	True
TENIA	5	800	652	214	0.0069018	0.0030675	0	0.0086957	0.023529	free	0.43925	0	0			TEN	TEN	0.32988	19.712	17.688	False	True
RATOS	5	800	468	139	0.076923	0.044872	0.035971	0.08	0.13008	free	0.73381	0	0.064748	RAT		RAT	RAT	0.54381	19.711	19.56	False	True
SONERI	6	1400	216	77	0.0092593	0.0046296	0	0	0.018519	free	0.7013	0	0.012987	SON		SONE	SON	0.52176	19.632	14.904	False	True
ARENE	5	800	410	116	0.004878	0	0	0.035714	0.0097087	free	0.81897	0	0	REN		REN	REN	0.60542	19.61	21.481	False	True
SARSEN	6	1400	190	60	0.0078947	0.015789	0	0	0	free	0.9	0	0			SAR	SAR	0.66548	19.512	17.448	False	True
RATELS	6	1400	251	69	0.031873	0.0079681	0.014493	0.078431	0.14062	free	0.7971	0	0.057971	RATE	LASTER,SALTER	RATE	RATE	0.59089	19.435	23.226	False	True
URATES	6	1400	182	65	0.063187	0.021978	0.030769	0.13636	0.21739	free	0.86154	0	0	RATES		RATES	RATES	0.63767	19.277	16.491	False	True
TINSEL	6	1400	203	63	0.022167	0.0049261	0	0	0.033333	free	0.84127	0	0	TIN		TINS	TIN	0.62302	19.18	18.349	False	True
LATEST	6	1400	211	56	0.033175	0.0094787	0	0.03125	0.10204	free	0.94643	0	0	LATE	LATTES	LATE	LATE	0.69906	19.129	21.35	False	True
TORAN	5	800	385	123	0.049351	0.062338	0.081301	0.078125	0.033333	free	0.86179	0	0.0081301	TOR		TOR	TOR	0.63652	19.069	19.653	False	True
NATIS	5	800	574	171	0.0052265	0.0069686	0.011696	0	0	free	0.54971	0	0.21637		TAINS	NAT	NAT	0.41065	19.049	21.384	False	True
SATORI	6	1400	186	60	0.0026882	0	0	0	0.021277	free	0.86667	0	0	SAT		SAT	SAT	0.64138	18.805	17.457	False	True
ROTAN	5	800	383	130	0.053525	0.073107	0.053846	0.067797	0.043478	free	0.76923	0	0.0076923	ROT		ROT	ROT	0.56935	18.713	17.498	False	True
LARINE	6	1400	180	61	0.033333	0.038889	0.016393	0.055556	0.06383	free	0.86885	0	0.016393	RINE		RINE	RINE	0.64291	18.675	17.029	False	True
MATRES	6	1400	177	59	0.048023	0.011299	0.016949	0.2	0.14894	free	0.89831	0	0	MAT	MATERS,MASTER	MAT	MAT	0.66426	18.662	17.684	False	True
ENSATE	6	1400	255	76	0.015686	0.019608	0	0.019231	0	free	0.67105	0.013158	0.013158	SAT		SATE	SAT	0.50242	18.659	17.649	False	True
ERASED	6	1400	247	72	0.080972	0.020243	0.013889	0.21154	0.27692	free	0.72222	0	0.069444	RAS		RASED	RAS	0.53671	18.395	19.053	False	True
LITAS	5	800	364	115	0.010989	0.010989	0	0	0.03	free	0.77391	0	0.026087	LIT	TAILS	LIT	LIT	0.5728	18.394	18.066	False	True
IRATER	6	1400	276	71	0.043478	0.014493	0.056338	0.098361	0.16667	free	0.78873	0	0	RATER		RATER	RATER	0.58503	18.343	25.11	False	True
OATEN	5	800	475	165	0.084211	0.15158	0.13333	0.060976	0.043478	free	0.71515	0	0.012121			OAT	OAT	0.53012	18.281	16.906	False	True
NERITE	6	1400	270	79	0	0	0	0	0	free	0.63291	0	0.012658	RIT		RITE	RIT	0.47231	18.233	17.527	False	False
RETIAL	6	1400	245	73	0.02449	0.020408	0	0.02381	0.015873	free	0.68493	0	0.013699	RET		RET	RET	0.50993	18.19	19.279	False	True
LINEAR	6	1400	177	59	0.042373	0	0	0.1	0.055556	free	0.84746	0	0.016949	LINE		LINE	LINE	0.62744	18.089	17.098	False	True
TENOR	5	800	498	162	0.061245	0.048193	0.055556	0.13043	0.086331	free	0.61111	0	0.19136		TONER	TEN	TEN	0.45513	18.075	16.768	False	True
SEREST	6	1400	215	57	0.0093023	0	0	0.057692	0.073171	free	0.87719	0	0.017544	RES		SERES	RES	0.64894	18.075	21.89	False	True
SENAS	5	800	481	152	0.046778	0.027027	0.026316	0.058824	0.11538	free	0.60526	0	0.20395			SEN	SEN	0.45093	18.022	18.238	False	True
LARIS	5	800	396	128	0.061869	0.055556	0.023438	0.072464	0.10476	free	0.71094	0	0.09375	LAR	RAILS	LAR	LAR	0.52729	18.009	15.805	False	True
SERED	5	800	526	156	0.094106	0.089354	0.11538	0.09901	0.14286	free	0.69231	0.044872	0.089744			SERE	SERE	0.52877	18.007	18.909	False	True
DENIS	5	800	507	168	0.071006	0.076923	0.047619	0.08046	0.10156	free	0.57738	0	0.19643		DINES	DEN	DEN	0.43067	17.969	13.334	False	True
ARSENO	6	1400	264	83	0.0037879	0.0037879	0	0	0	free	0.59036	0	0			ARSE	ARSE	0.44159	17.91	15.574	False	True
TATIES	6	1400	206	57	0.038835	0.033981	0.035088	0.076923	0.066667	free	0.91228	0	0	TAT		TAT	TAT	0.67436	17.806	18.883	False	True
SEARAT	6	1400	204	52	0	0	0	0	0	free	0.94231	0	0	SEA		SEAR	SEA	0.69608	17.687	22.316	True	False
RATEEN	6	1400	178	52	0.019663	0.016854	0	0.064516	0	free	0.94231	0	0	RATE		RATE	RATE	0.69608	17.687	18.317	False	True
TSARS	5	800	376	108	0.010638	0.0026596	0.0092593	0.04	0.043011	free	0.7963	0	0.018519			SAR	SAR	0.58902	17.484	16.289	False	True
ORANTS	6	1400	184	57	0.024457	0	0	0.078947	0.090909	free	0.84211	0	0.017544	RANTS		RANTS	RANTS	0.62356	17.368	18.012	False	True
ELITE	5	800	378	120	0.010582	0.010582	0	0.012346	0.020202	free	0.69167	0	0	LITE		LITE	LITE	0.51304	17.191	17.369	False	True
SERINS	6	1400	249	80	0.080321	0.056225	0.1	0.14815	0.19697	free	0.725	0	0.0125	RIN		RINS	RIN	0.5389	17.158	18.791	False	True
RAITA	5	800	321	101	0.0046729	0	0	0	0.014286	free	0.82178	0	0	RAI		RAIT	RAI	0.60746	17.132	17.024	False	True
IMARET	6	1400	164	49	0.0030488	0	0	0.028571	0	free	0.95918	0	0	MARE		MARE	MARE	0.70828	16.959	16.846	False	True
SOREL	5	800	385	140	0.038961	0.015584	0.028571	0.038961	0.087912	free	0.62143	0	0.092857		LORES,ROLES	SORE	SORE	0.46234	16.957	13.101	False	True
REASON	6	1400	188	63	0.018617	0.015957	0.015873	0	0.044444	free	0.7619	0	0	SON		EAS	SON	0.56563	16.924	15.651	False	True
AREDE	5	800	349	122	0.028653	0.025788	0.065574	0.068966	0.078947	free	0.7541	0	0.032787			REDE	REDE	0.55844	16.79	14.138	False	True
ELINT	5	800	338	117	0.013314	0	0	0.055556	0.055556	free	0.69231	0	0.008547	LINT		LINT	LINT	0.51353	16.777	15.821	False	True
URATE	5	800	300	113	0.08	0.046667	0.070796	0.16418	0.24675	free	0.80531	0.017699	0	RATE		RATE	RATE	0.60143	16.743	14.088	False	True
SENORA	6	1400	296	86	0.0067568	0.0067568	0.011628	0.015385	0.022472	free	0.54651	0	0			SEN	SEN	0.40988	16.736	18.966	False	True
DITAS	5	800	320	107	0.023438	0.021875	0.028037	0.039216	0.030928	free	0.79439	0	0.028037	TAS		DIT	TAS	0.58767	16.721	15.119	False	True
DINERO	6	1400	194	72	0.069588	0.036082	0.083333	0.14634	0.19672	free	0.75	0	0	DINE		DINER	DINE	0.55702	16.666	13.925	False	True
LORATE	6	1400	156	51	0.041667	0.038462	0	0.027027	0.10714	free	0.90196	0	0	RATE		RATE	RATE	0.6669	16.62	14.777	False	True
TATIE	5	800	345	99	0.033333	0.028986	0.040404	0.048387	0.0625	free	0.86869	0	0	TAT		TAT	TAT	0.6415	16.617	18.026	False	True
LITEST	6	1400	160	49	0	0	0	0	0	free	0.93878	0	0	LITES		LITES	LITES	0.69352	16.606	15.941	False	False
TAROT	5	800	357	103	0.054622	0.05042	0.058252	0.018182	0.075	free	0.85437	0	0	TAR		TAR	TAR	0.63111	16.476	18.679	False	True
ARENITE	7	1800	151	40	0.0066225	0.0066225	0	0	0	free	0.925	0	0	REN		NITE	REN	0.65507	16.463	17.463	False	True
SEREIN	6	1400	236	77	0.0063559	0	0	0.053571	0.034483	free	0.58442	0	0.012987			SERE	SERE	0.43725	16.452	15.552	False	True
ESCAR	5	800	283	102	0.028269	0.04947	0.039216	0	0	free	0.83333	0	0.029412	CAR	CARES,CARSE	CAR	CAR	0.61593	16.426	14.657	False	True
RETRO	5	800	388	133	0.003866	0.0025773	0	0.028571	0	free	0.59398	0	0	RET		RET	RET	0.44216	16.421	15.652	False	True
TIERED	6	1400	145	62	0.096552	0.041379	0.080645	0.11538	0.16667	free	0.83871	0	0	TIE		TIER	TIE	0.62117	16.376	11.278	False	True
ARENAS	6	1400	227	59	0	0	0	0	0	free	0.76271	0	0	REN		ARE	REN	0.56621	16.324	20.463	False	False
TENESI	6	1400	213	57	0	0	0	0	0	free	0.78947	0	0			TENES	TENES	0.58556	16.31	15.725	False	False
TORSI	5	800	373	130	0.037534	0.040214	0.053846	0.060606	0.052632	free	0.67692	0	0.076923	TOR		TORS	TOR	0.50256	16.289	16.01	False	True
SATEEN	6	1400	181	52	0.0082873	0	0	0.032258	0	free	0.86538	0	0.019231	SAT		SATE	SAT	0.64039	16.272	18.116	False	True
EROSE	5	800	572	173	0.0052448	0	0	0.020202	0.038462	free	0.44509	0.0057803	0.0057803			ROSE	ROSE	0.33606	16.234	16.594	False	True
SAREES	6	1400	180	52	0.019444	0.0055556	0.019231	0.051282	0.022222	free	0.88462	0	0.038462	REE		SAR	REE	0.65424	16.136	16.95	False	True
TALEA	5	800	282	91	0.0088652	0.010638	0	0	0.014925	free	0.85714	0	0.010989	TALE		TALE	TALE	0.63315	16.089	16.078	False	True
ELSIN	5	800	335	132	0.0029851	0.0059701	0.015152	0	0	free	0.60606	0	0.060606	SIN	LINES	SIN	SIN	0.4511	16.068	12.369	False	True
SENTI	5	800	733	207	0.093452	0.12824	0.067633	0.061224	0.074468	free	0.45894	0	0.27536		TINES	SENT	SENT	0.34495	16.029	15.392	False	True
EDITS	5	800	447	156	0.022371	0.011186	0.025641	0.083333	0.070866	free	0.52564	0	0.21154			DITS	DITS	0.39317	16.01	13.938	False	True
ESTATE	6	1400	222	57	0.099099	0.081081	0.087719	0.2	0.24324	free	0.89474	0	0	STATE		STATE	STATE	0.66168	15.987	20.464	False	True
AROSE	5	800	578	168	0.025952	0.027682	0.029762	0.0098039	0.027027	free	0.49405	0	0.035714			ROSE	ROSE	0.36974	15.949	15.803	False	True
LATINO	6	1400	150	49	0.013333	0	0	0.04	0.097561	free	0.89796	0	0	LAT		LAT	LAT	0.66401	15.899	15.47	False	True
LOSEN	5	800	302	112	0.02649	0.016556	0.0089286	0.047619	0.011905	free	0.69643	0	0.026786	LOS		LOSE	LOS	0.51658	15.876	14.7	False	True
ARETT	5	800	465	113	0.051613	0.019355	0.079646	0.088235	0.15054	free	0.78761	0	0.035398	RET	TATER	RET	RET	0.58277	15.875	22.03	False	True
SATIS	5	800	406	131	0.060345	0.059113	0.038168	0.057971	0.055046	free	0.63359	0	0	SAT		SAT	SAT	0.4709	15.829	17.553	False	True
SETAL	5	800	777	240	0.018018	0.007722	0	0.030303	0.05641	cellmate	0.30833	0	0.44167		TEALS,LEATS,TALES,STALE	SET	SET	0.23613	15.825	16.258	False	True
TINEAL	6	1400	190	57	0.015789	0.010526	0.017544	0.02439	0.021739	free	0.78947	0	0.017544	TINE		TINE	TINE	0.58551	15.82	16.483	False	True
EOSIN	5	800	347	128	0.0043228	0.0028818	0.0078125	0	0	free	0.60156	0	0.015625	SIN		SIN	SIN	0.4477	15.722	13.943	False	True
IRADES	6	1400	177	60	0.022599	0	0	0.071429	0.078947	free	0.71667	0	0.05			RADE	RADE	0.53276	15.62	12.386	False	True
DREEST	6	1400	157	59	0	0	0	0	0	free	0.72881	0	0.033898	REE		REE	REE	0.54159	15.614	12.347	False	False
RATIO	5	800	420	140	0.097619	0.090476	0.13571	0.18966	0.16514	free	0.72143	0	0	RAT		RAT	RAT	0.53464	15.595	16.549	False	True
EDITOR	6	1400	121	55	0.016529	0	0	0.066667	0.078947	free	0.78182	0	0	TOR		DIT	TOR	0.58003	15.589	10.249	False	True
TARSEL	6	1400	239	54	0.0083682	0	0	0.020408	0.037736	free	0.7963	0	0.092593	TAR	LASTER,SALTER	TARS	TAR	0.5902	15.574	20.815	False	True
STENO	5	800	647	207	0.07187	0.097372	0.096618	0.032258	0.069182	free	0.48792	0	0.2029		TONES,STONE	STEN	STEN	0.36577	15.557	15.94	False	True
ENATES	6	1400	323	88	0.071207	0.074303	0.17045	0.050847	0.12698	free	0.71591	0	0.056818			NAT	NAT	0.53219	15.555	21.607	False	True
DITONE	6	1400	103	47	0.029126	0.0097087	0	0	0.032258	free	0.91489	0	0	TONE		TONE	TONE	0.67625	15.531	10.501	False	True
SEITAN	6	1400	342	94	0	0	0	0	0	free	0.44681	0	0	TAN		TAN	TAN	0.33779	15.516	22.182	False	False
RETEAR	6	1400	198	51	0.080808	0.090909	0.058824	0.068182	0.11364	free	0.92157	0	0	TEAR		RETE	TEAR	0.68108	15.508	18.28	False	True
LAREES	6	1400	153	43	0.058824	0.0065359	0	0.25806	0.20833	free	1	0	0	LARE	LEASER,LEARES	LARE	LARE	0.73779	15.503	15.767	False	True
IRONES	6	1400	228	78	0.070175	0.013158	0.025641	0.17778	0.22388	free	0.57692	0	0.012821			RONES	RONES	0.43183	15.482	14.285	False	True
SANTIR	6	1400	180	51	0.027778	0.016667	0.019608	0	0.13158	free	0.86275	0	0	SAN		SANT	SAN	0.63854	15.425	14.846	False	True
DRENT	5	800	359	113	0.012535	0.005571	0.017699	0	0.02	free	0.68142	0	0	REN		RENT	REN	0.50561	15.395	15.214	False	True
EARNT	5	800	427	117	0.017564	0	0	0.040816	0.05	free	0.63248	0	0.059829			EARN	EARN	0.47026	15.364	15.172	False	True
RESES	5	800	377	105	0.05305	0.04244	0.047619	0.05814	0.089888	free	0.77143	0	0.066667	RES		RES	RES	0.57111	15.349	16.502	False	True
TRANSE	6	1400	279	70	0.053763	0.039427	0.11429	0.089286	0.08	free	0.75714	0	0.014286	RAN		RAN	RAN	0.56214	15.319	21.563	False	True
REATAS	6	1400	201	57	0.0099502	0.0049751	0	0.025641	0.020833	free	0.73684	0	0	EAT		EAT	EAT	0.54751	15.25	17.896	False	True
TESTON	6	1400	172	53	0.017442	0	0	0	0.045455	free	0.79245	0	0	TON		TON	TON	0.58772	15.221	16.08	False	True
IDEATE	6	1400	148	52	0.0067568	0	0	0	0.022727	free	0.80769	0	0	EAT		EAT	EAT	0.59874	15.214	12.551	False	True
RESIST	6	1400	176	51	0.042614	0.039773	0	0.083333	0.13043	free	0.82353	0	0.019608	RES		RES	RES	0.61013	15.205	14.328	False	True
ROSEAL	6	1400	147	48	0.0034014	0	0	0	0	free	0.875	0	0	SEA		ROSE	SEA	0.64741	15.185	13.894	False	True
OLEATE	6	1400	122	47	0	0	0	0	0	free	0.89362	0	0	LEA		LEAT	LEA	0.66087	15.178	12.268	False	False
TENIAS	6	1400	286	91	0.006993	0.0034965	0	0	0.04918	free	0.45055	0	0			TEN	TEN	0.34049	15.141	12.263	False	True
RESHOT	6	1400	116	50	0.0086207	0.0086207	0.02	0.052632	0	free	0.86	0	0	RES		RES	RES	0.63656	15.064	11.203	False	True
RASTA	5	800	416	129	0.024038	0.036058	0.03876	0	0.0096154	free	0.6124	0	0.015504	RAST		RAST	RAST	0.45557	15.014	15.985	False	True
TESTA	5	800	631	167	0.03645	0.022187	0.011976	0.06383	0.072993	free	0.44311	0	0.25749		TATES,STATE	TEST	TEST	0.33341	14.989	17.86	False	True
ARSINE	6	1400	262	73	0.030534	0.034351	0.10959	0.043478	0.040541	free	0.71233	0	0.041096	SINE	RAINES	SINE	SINE	0.52965	14.984	20.263	False	True
ETENS	5	800	383	120	0.0013055	0	0	0	0	free	0.6	0	0.083333			TENS	TENS	0.44676	14.97	13.562	False	True
MATIER	6	1400	149	51	0.067114	0.10738	0.039216	0.045455	0.055556	free	0.86275	0	0	MAT		MAT	MAT	0.63854	14.936	12.876	False	True
HOSEN	5	800	254	97	0.015748	0.019685	0	0.023256	0	free	0.74227	0	0.020619		HONES	HOSE	HOSE	0.54982	14.892	12.079	False	True
TEAED	5	800	291	94	0.015464	0.010309	0	0.026316	0.033333	free	0.76596	0	0	TEA		TEA	TEA	0.56695	14.881	15.572	False	True
SOREE	5	800	294	101	0.02551	0.013605	0.029703	0.041667	0.031746	free	0.75248	0	0	REE		SORE	REE	0.55717	14.876	13.494	False	True
SIREE	5	800	321	102	0.054517	0.012461	0.0098039	0.14545	0.175	free	0.71569	0	0	REE		SIRE	REE	0.53047	14.83	14.871	False	True
ERASER	6	1400	240	57	0.079167	0.0041667	0.017544	0.21818	0.30909	free	0.73684	0	0.035088	RAS		RASER	RAS	0.54739	14.758	20.448	False	True
HOTEN	5	800	237	96	0.0084388	0.012658	0.020833	0	0	free	0.77083	0	0	HOT		HOTE	HOT	0.57049	14.734	11.856	False	True
SATEM	5	800	327	105	0.0045872	0.0030581	0	0	0.015152	free	0.67619	0	0.13333	SAT	MATES,TAMES	SATE	SAT	0.50219	14.724	13.36	False	True
STELAR	6	1400	320	83	0.0625	0.08125	0.096386	0.098361	0.072464	free	0.61446	0	0.20482	LAR	LASTER,SALTER	LAR	LAR	0.45835	14.681	19.085	False	True
AREDES	6	1400	180	64	0.033333	0.033333	0.078125	0.11765	0.086957	free	0.73438	0	0.046875			ARE	ARE	0.54557	14.619	12.474	False	True
STRENE	6	1400	202	61	0.0024752	0	0	0	0	free	0.65574	0	0.13115	REN		REN	REN	0.48844	14.559	16.138	False	True
CRESTA	6	1400	202	60	0.0074257	0	0	0	0.021739	free	0.66667	0	0.11667	RES	CATERS,CASTER,CARTES	REST	RES	0.49639	14.554	13.891	False	True
RESAID	6	1400	185	54	0.054054	0.075676	0.092593	0.10345	0.041667	free	0.87037	0	0.018519	RES		RES	RES	0.644	14.55	16.291	False	True
SETONS	6	1400	166	54	0.01506	0	0	0.030303	0.0625	free	0.74074	0	0	TON		TONS	TON	0.55033	14.522	14.721	False	True
MISATE	6	1400	144	49	0.013889	0.020833	0	0.047619	0	free	0.81633	0	0	SAT		SATE	SAT	0.60498	14.486	13.646	False	True
PAREN	5	800	265	93	0.086792	0.083019	0.086022	0.14894	0.096774	free	0.87097	0	0	PARE		PARE	PARE	0.64315	14.468	13.992	False	True
ARTIER	6	1400	211	65	0.066351	0.080569	0.15385	0.090909	0.061224	free	0.81538	0.015385	0	TIE		TIER	TIE	0.60726	14.401	13.287	False	True
TANTI	5	800	294	93	0.030612	0.030612	0.010753	0.068182	0.043478	free	0.76344	0	0.021505	TAN		TAN	TAN	0.56519	14.398	14.724	False	True
ALIST	5	800	436	146	0.027523	0.03211	0.034247	0.028571	0.03876	free	0.50685	0.020548	0.054795	LIST	TAILS	LIST	LIST	0.38596	14.339	15.572	False	True
INSET	5	800	775	239	0.025161	0.020645	0.046025	0.035461	0.054054	free	0.3431	0	0.27197		TINES	SET	SET	0.26088	14.338	16.883	False	True
RANID	5	800	302	97	0.019868	0.016556	0.020619	0.018182	0	free	0.74227	0	0.020619	RAN		RAN	RAN	0.54982	14.334	14.314	False	True
ELAIN	5	800	377	133	0.011936	0.005305	0.0075188	0.017857	0.0097087	free	0.52632	0	0.075188			LAIN	LAIN	0.39327	14.326	13.918	False	True
STERANE	7	1800	172	51	0.011628	0.011628	0	0.055556	0.027778	free	0.62745	0	0.098039	RAN		RAN	RAN	0.44619	14.297	15.472	False	True
